avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths,anomaly_score,anomalyFlag
156313.96,0.092,0.569,0.015,44704.4,2,3,0.07780315635014223,0
128574.53,0.119,0.602,0.062,56899.11,0,8,0.17141058191275954,0
122757.1,0.095,0.665,0.116,98693.68,0,12,0.17640077002891186,0
125740.29,0.095,0.514,0.0,39078.89,0,12,0.1482847560126751,0
117618.52,0.089,0.606,0.099,52451.69,1,6,0.14535347837120915,0
125944.02,0.119,0.53,0.0,36812.72,1,8,0.10913980361727005,0
188551.14,0.085,0.493,0.008,91100.69,0,7,0.15556493696616025,0
121652.67,0.089,0.538,0.101,49803.73,0,11,0.17911460701054854,0
170345.96,0.095,0.468,0.016,64635.36,0,10,0.16241209841598242,0
171397.19,0.087,0.616,0.085,69425.59,0,4,0.17947148088654563,0
120903.66,0.089,0.577,0.023,59313.73,1,8,0.13827587758863819,0
173501.39,0.11,0.532,0.093,148922.57,0,11,0.1842382779500799,0
116646.0,0.113,0.563,0.099,143859.1,1,9,0.14808229605018264,0
162813.63,0.081,0.612,0.057,34013.77,0,3,0.15494299713411724,0
172819.1,0.08,0.613,0.06,89694.79,1,6,0.13794905029459598,0
145448.69,0.087,0.568,0.044,148737.13,0,6,0.17251569232771147,0
149273.66,0.118,0.597,0.037,86252.97,0,12,0.16116680713256754,0
185309.34,0.083,0.645,0.082,184488.62,0,12,0.15957101458745926,0
179951.63,0.098,0.465,0.036,210132.92,0,8,0.14598001621545997,0
184835.89,0.107,0.527,0.0,39822.68,1,3,0.11190608566866478,0
115422.36,0.099,0.542,0.068,76695.28,0,6,0.1769410844341765,0
123309.63,0.097,0.566,0.0,57139.89,0,3,0.1561954284283812,0
135417.62,0.109,0.582,0.11,61780.35,0,12,0.1854015854757613,0
171274.77,0.09,0.596,0.072,92544.45,0,6,0.17952726408395542,0
186407.33,0.109,0.601,0.037,187883.58,0,10,0.14666273801532453,0
162485.08,0.099,0.679,0.07,181787.64,0,12,0.15551772404593162,0
114810.14,0.084,0.545,0.0,49168.02,1,12,0.11770893971662078,0
182247.45,0.09,0.575,0.125,209571.08,0,9,0.16986690843922053,0
179919.28,0.116,0.448,0.008,77412.4,0,10,0.150136387014341,0
120459.03,0.099,0.598,0.0,112992.76,0,9,0.15557577860616761,0
183745.01,0.104,0.547,0.076,190264.37,1,9,0.1351197655191001,0
162229.15,0.09,0.621,0.064,58466.91,0,10,0.1732969128342728,0
184936.26,0.119,0.492,0.019,221977.26,1,9,0.10654641564989503,0
147812.66,0.101,0.67,0.056,65635.03,0,8,0.16696746737703727,0
137479.4,0.107,0.559,0.074,39782.83,1,10,0.14051183351330376,0
131415.61,0.116,0.573,0.077,75993.33,0,8,0.18113339973624193,0
135977.52,0.118,0.496,0.066,79017.32,0,4,0.17964535964446443,0
183987.32,0.117,0.513,0.058,139704.99,0,10,0.1759093665801863,0
187093.23,0.096,0.432,0.128,179691.61,0,5,0.17895544026663046,0
176500.92,0.113,0.628,0.089,160810.13,0,11,0.16960769098592432,0
115782.47,0.099,0.573,0.133,107561.72,0,4,0.18872624204750754,0
124336.01,0.091,0.53,0.051,55385.1,0,12,0.17330413888565066,0
120560.42,0.107,0.58,0.0,63239.93,0,9,0.15589202322177065,0
121567.07,0.097,0.438,0.076,139396.74,0,12,0.1759088017605719,0
126931.99,0.096,0.523,0.135,71493.11,0,5,0.19184640260672603,0
175714.01,0.104,0.592,0.085,85169.84,0,4,0.18130581594675976,0
171014.69,0.12,0.596,0.106,178764.39,0,10,0.16520412734617657,0
157025.17,0.089,0.573,0.0,64751.61,0,7,0.15868412027024575,0
182769.14,0.115,0.483,0.009,68123.67,0,7,0.15378033511407158,0
178881.97,0.092,0.509,0.141,98241.35,0,11,0.19768398488178462,0
175379.23,0.089,0.528,0.046,171181.83,0,10,0.16929976551762305,0
116338.94,0.09,0.499,0.007,28550.63,0,9,0.14325517290147144,0
118010.05,0.085,0.557,0.089,62044.11,0,9,0.18001919923773269,0
126415.71,0.081,0.607,0.04,40978.09,0,4,0.1579972248899592,0
149085.97,0.087,0.551,0.101,154138.94,0,11,0.17796630466735203,0
159531.08,0.081,0.525,0.019,153909.8,0,4,0.16003968043234273,0
124911.73,0.112,0.626,0.079,143690.7,0,8,0.17473791674577532,0
115566.67,0.094,0.433,0.049,95621.14,0,12,0.1695559135705405,0
181700.53,0.087,0.494,0.085,88650.05,0,6,0.18065577398978488,0
171640.21,0.082,0.487,0.051,151058.97,0,4,0.1720290616149912,0
125269.21,0.113,0.51,0.042,57077.0,0,9,0.17342036459046545,0
173746.19,0.107,0.51,0.074,48036.15,0,3,0.1795816705719444,0
138340.12,0.098,0.537,0.076,28967.11,1,9,0.13209727592286014,0
126123.68,0.096,0.527,0.072,128078.17,0,10,0.18251426936408,0
155709.7,0.084,0.56,0.195,113258.48,0,3,0.19617474953980668,0
114565.05,0.095,0.55,0.0,126789.79,0,11,0.1563674984901272,0
168303.3,0.095,0.623,0.077,89697.02,0,6,0.18013387922277085,0
126689.69,0.093,0.499,0.071,88552.5,0,12,0.1800681110527425,0
134835.13,0.108,0.633,0.029,63184.59,0,9,0.16521219895202377,0
173803.38,0.112,0.466,0.0,209781.7,0,10,0.1304486095855356,0
178875.29,0.1,0.525,0.088,87410.77,1,9,0.14779069118427446,0
143493.14,0.111,0.674,0.109,176280.89,1,7,0.12554133955712127,0
171677.56,0.092,0.543,0.066,75745.28,0,4,0.18089804794091974,0
135352.13,0.081,0.5,0.025,63814.05,0,3,0.16769237946285065,0
125172.9,0.097,0.616,0.101,60914.98,0,8,0.18216362070892944,0
121711.53,0.092,0.512,0.0,99363.65,0,4,0.16193265802015117,0
184775.69,0.08,0.445,0.088,106358.19,1,9,0.14099333514052514,0
166102.3,0.082,0.543,0.067,163515.34,1,9,0.1408814812442517,0
187647.85,0.116,0.51,0.034,171231.66,0,10,0.16186378773796595,0
171462.0,0.118,0.585,0.107,87205.66,1,5,0.15379632209359195,0
177194.36,0.104,0.6,0.038,51538.11,1,5,0.12950269095848532,0
123070.21,0.098,0.548,0.108,140684.56,0,9,0.18289559391203936,0
119428.94,0.1,0.566,0.058,44404.68,0,4,0.1710922240220477,0
124822.68,0.114,0.472,0.1,33954.34,0,7,0.17129238510103834,0
163351.61,0.093,0.477,0.119,57140.97,0,12,0.188805602157819,0
123853.48,0.089,0.595,0.105,77528.48,1,11,0.15216769463093988,0
181350.57,0.11,0.51,0.064,68983.51,0,10,0.17783426705878536,0
135742.77,0.085,0.586,0.086,93165.01,0,9,0.1821540520032635,0
176346.26,0.094,0.587,0.054,84073.77,0,3,0.17513043193238648,0
119880.62,0.119,0.566,0.0,39398.15,0,8,0.14153921669974456,0
139679.24,0.084,0.587,0.023,109488.86,0,9,0.16759114889555338,0
119628.21,0.099,0.516,0.069,120303.6,0,9,0.182164508216756,0
185246.95,0.085,0.519,0.004,75335.65,0,10,0.15645199615546895,0
118760.47,0.087,0.548,0.015,106836.82,0,3,0.16212926408646977,0
124611.72,0.08,0.583,0.067,75726.29,0,7,0.177556351485316,0
149856.45,0.094,0.504,0.0,81949.48,0,8,0.16009219495389376,0
162767.87,0.119,0.514,0.0,143374.57,0,4,0.15774642384360615,0
183437.95,0.097,0.574,0.0,150352.42,0,10,0.15739454894327476,0
143500.34,0.097,0.515,0.047,32897.2,0,10,0.16136901696411537,0
172581.83,0.094,0.563,0.0,44511.02,1,7,0.12017843295128361,0
115366.32,0.115,0.613,0.128,33623.07,0,5,0.16723975213477743,0
134797.25,0.104,0.553,0.07,117312.5,0,12,0.1844940280695871,0
181010.44,0.117,0.469,0.049,231492.54,1,12,0.11127980054848852,0
180952.27,0.106,0.57,0.113,136040.42,1,11,0.15712352452917394,0
188292.23,0.095,0.629,0.041,36922.5,0,7,0.15394466633610432,0
135946.89,0.086,0.561,0.049,101342.28,1,12,0.1450892048595453,0
173204.46,0.114,0.491,0.057,82500.79,1,4,0.14164916846224496,0
179735.17,0.086,0.581,0.0,71128.88,0,11,0.1537634653735741,0
177796.12,0.088,0.575,0.004,200214.75,1,12,0.11511263625584417,0
117878.48,0.09,0.534,0.04,59466.66,0,3,0.17202761636043135,0
126205.09,0.1,0.489,0.028,121564.09,1,3,0.1356867668932797,0
188916.22,0.119,0.522,0.0,52654.76,0,11,0.15001194036555465,0
188930.7,0.108,0.582,0.035,52139.76,0,10,0.1614545344696427,0
173114.83,0.086,0.533,0.044,100569.03,0,7,0.17512921199412934,0
176404.47,0.098,0.52,0.156,126887.26,0,7,0.1967421606444288,0
125780.38,0.094,0.651,0.059,105758.58,0,4,0.17156010126932164,0
136949.42,0.082,0.569,0.045,154814.8,1,7,0.13897787329376832,0
120838.08,0.109,0.642,0.0,140997.32,0,10,0.1490057208331677,0
178792.55,0.09,0.521,0.154,200991.56,0,10,0.18476542363442844,0
133098.76,0.105,0.587,0.074,82599.95,1,8,0.15205348211491304,0
172511.77,0.117,0.581,0.083,140549.0,1,4,0.1542501185326533,0
142069.03,0.116,0.559,0.0,141186.32,0,12,0.15508786110999218,0
133539.47,0.091,0.478,0.107,52313.68,0,3,0.1842639608538315,0
119053.1,0.112,0.482,0.0,139973.43,0,6,0.14912361816447917,0
118396.09,0.086,0.493,0.0,73811.54,0,12,0.1511998299639632,0
116815.45,0.114,0.582,0.116,55050.11,0,6,0.180133485003581,0
178946.13,0.116,0.585,0.039,130677.04,0,7,0.16789947620353224,0
119212.94,0.113,0.599,0.004,101792.62,0,7,0.15438082112387186,0
146616.72,0.095,0.604,0.075,83172.98,0,3,0.17851747271087487,0
121025.51,0.082,0.538,0.05,134621.6,0,11,0.17276639781465103,0
183385.94,0.082,0.584,0.093,86064.5,0,10,0.1823479400684614,0
154997.89,0.08,0.547,0.023,81165.07,0,5,0.16461241753822864,0
118447.37,0.107,0.45,0.0,30732.33,1,7,0.10345707123056808,0
175701.11,0.104,0.615,0.154,34107.27,0,6,0.1717316904933776,0
117123.95,0.113,0.471,0.07,71222.66,0,8,0.17771024021427556,0
123870.27,0.083,0.667,0.017,142178.69,0,11,0.1537813181451762,0
118700.37,0.115,0.54,0.082,121878.51,0,7,0.17927377128109268,0
147669.49,0.118,0.582,0.0,179104.11,1,8,0.10848255720682748,0
185053.46,0.112,0.539,0.128,179792.96,1,8,0.14462696116574214,0
177852.48,0.113,0.58,0.066,142359.95,1,3,0.14812373512741234,0
120291.1,0.081,0.459,0.021,130232.08,0,3,0.1568069589162241,0
179350.67,0.119,0.562,0.066,51182.52,0,10,0.16874970213129908,0
133544.28,0.09,0.555,0.061,149271.23,0,10,0.17512939813854145,0
144862.16,0.111,0.57,0.017,45529.5,0,7,0.15529075096479322,0
185510.34,0.08,0.521,0.182,78080.53,0,4,0.19304600707141062,0
115091.18,0.095,0.541,0.049,135254.21,1,8,0.13858498565206362,0
164233.03,0.084,0.487,0.035,178437.81,1,3,0.11970462802017795,0
143745.15,0.09,0.573,0.063,166161.26,1,12,0.13630177809803906,0
184894.37,0.099,0.536,0.047,198378.18,0,11,0.16044957449672193,0
129056.58,0.107,0.521,0.048,41530.93,0,3,0.17028077142758796,0
118595.81,0.101,0.6,0.021,48352.53,0,4,0.15354600084554404,0
178332.1,0.083,0.551,0.091,167125.82,0,12,0.17752828373389384,0
119706.53,0.109,0.637,0.039,139182.61,0,5,0.16308504097988424,0
118501.83,0.093,0.451,0.092,40733.59,0,8,0.17568995214312733,0
152330.63,0.116,0.508,0.0,102339.73,0,12,0.16056326962372608,0
137193.05,0.117,0.493,0.127,138713.89,0,6,0.18718351096436397,0
164435.35,0.097,0.541,0.017,90041.44,1,4,0.13233725788417344,0
146474.85,0.083,0.587,0.0,52304.39,1,5,0.12193793551202009,0
117845.75,0.113,0.577,0.065,33702.06,1,8,0.13269928237350503,0
123969.38,0.109,0.604,0.119,157424.47,0,6,0.1749820719927317,0
117741.75,0.091,0.558,0.0,78773.86,0,5,0.1550274707102995,0
146299.4,0.098,0.52,0.006,167820.33,0,12,0.15750383348849628,0
135143.53,0.098,0.515,0.017,113682.85,0,9,0.17136742896565765,0
119731.43,0.082,0.496,0.0,129029.46,0,8,0.1525335510862994,0
161314.13,0.107,0.573,0.037,44797.08,0,12,0.1625277985149069,0
130656.44,0.106,0.441,0.071,111127.21,0,10,0.17655401004076426,0
161944.36,0.095,0.596,0.006,48128.96,0,9,0.1556262606118215,0
144157.47,0.084,0.483,0.06,40578.85,0,12,0.1680082251301913,0
168843.86,0.107,0.577,0.0,53010.86,1,8,0.12520194319746136,0
188701.88,0.117,0.507,0.216,73737.57,0,7,0.19860355012615344,0
167797.94,0.11,0.548,0.051,71310.33,0,8,0.17486864659022772,0
159873.93,0.09,0.538,0.0,100028.03,0,5,0.162047413722118,0
151575.12,0.11,0.47,0.0,99246.06,0,9,0.15438306096238735,0
134957.65,0.115,0.566,0.073,144285.61,1,5,0.1492508253430201,0
125452.43,0.105,0.588,0.095,55937.72,0,9,0.18307791417905767,0
184633.97,0.12,0.482,0.138,67256.56,0,4,0.18772351555351896,0
119956.25,0.09,0.538,0.121,73026.04,0,6,0.18615360569167216,0
125208.95,0.097,0.527,0.095,81051.65,2,6,0.10424749330196131,0
179545.6,0.11,0.58,0.052,60220.68,0,4,0.1743604291298414,0
121437.26,0.094,0.464,0.132,140681.92,0,8,0.18646334121208658,0
139970.95,0.1,0.564,0.043,73395.01,0,5,0.17625138177227362,0
186399.01,0.096,0.51,0.082,94513.71,0,7,0.18604313654935412,0
117345.16,0.088,0.572,0.107,124353.51,0,8,0.17849893661646554,0
175019.95,0.094,0.521,0.052,64185.96,0,9,0.17867847601581077,0
123856.15,0.087,0.516,0.161,84748.99,0,12,0.19538922889980215,0
178194.82,0.107,0.521,0.024,232687.91,1,10,0.10921718609827419,0
177449.9,0.09,0.511,0.048,208702.71,0,3,0.1572105972149057,0
180823.85,0.095,0.511,0.018,231759.99,0,8,0.14097870885091168,0
123719.79,0.109,0.544,0.075,59759.97,0,10,0.18310219175722764,0
137213.57,0.112,0.645,0.037,81830.41,1,5,0.13498191437685975,0
116273.16,0.118,0.512,0.08,102949.52,0,10,0.18358523827748657,0
185979.12,0.083,0.551,0.034,171768.68,0,6,0.15951331174926558,0
188702.09,0.112,0.527,0.039,45473.09,1,7,0.12651406363185203,0
119038.27,0.107,0.486,0.144,78633.76,0,7,0.1903533006199596,0
157801.1,0.083,0.569,0.079,40235.0,0,4,0.17272985297487586,0
117989.09,0.088,0.514,0.071,111092.61,0,8,0.18045423059367666,0
180161.66,0.104,0.515,0.0,79424.35,0,6,0.15825375768179428,0
116340.51,0.094,0.623,0.072,68808.2,0,12,0.17489308611203985,0
133495.79,0.097,0.561,0.061,115479.64,0,7,0.17992699035927917,0
127602.79,0.086,0.513,0.059,62093.67,0,11,0.17989749465764865,0
186181.36,0.089,0.552,0.01,176735.3,0,11,0.15029269115455324,0
131230.39,0.081,0.534,0.0,74200.43,0,11,0.15448084906868137,0
175643.44,0.112,0.55,0.0,72940.35,1,10,0.12440619639186407,0
188827.89,0.084,0.458,0.058,47457.52,0,3,0.16825131457810494,0
123396.17,0.097,0.468,0.087,45122.45,0,12,0.18047745367188006,0
171236.67,0.084,0.573,0.0,36164.75,0,3,0.14470004940437275,0
132055.39,0.111,0.531,0.032,164536.61,0,5,0.15797574366136657,0
117352.59,0.096,0.497,0.0,24586.45,0,5,0.13759220145037288,0
169751.29,0.09,0.568,0.062,84785.19,0,12,0.17810446228619292,0
120181.32,0.094,0.447,0.0,44557.28,0,10,0.1450884067507502,0
152630.71,0.102,0.571,0.064,47502.43,0,4,0.1753624034926337,0
128103.75,0.1,0.642,0.0,51980.79,0,4,0.14639821085504034,0
125261.8,0.103,0.531,0.0,128604.68,0,8,0.15886649845841377,0
120587.72,0.095,0.612,0.037,127562.8,1,12,0.13408626948627167,0
130182.48,0.101,0.551,0.062,134654.4,0,3,0.17839957602838957,0
120146.96,0.085,0.505,0.013,106066.07,0,3,0.16198313615390492,0
132721.85,0.109,0.503,0.07,106529.77,0,10,0.1826678999716257,0
150686.09,0.096,0.618,0.0,48381.38,1,9,0.11977655403274323,0
177846.71,0.093,0.513,0.0,51516.51,0,9,0.15316157274481756,0
174373.81,0.118,0.565,0.002,120314.21,0,5,0.15983356654477665,0
173306.94,0.082,0.513,0.097,48306.63,0,5,0.1792638598962628,0
174461.75,0.104,0.631,0.097,135021.46,0,10,0.18189479178630868,0
124285.69,0.087,0.531,0.0,130399.13,0,7,0.15799422942989555,0
155508.46,0.08,0.522,0.085,150394.83,0,10,0.1821025298156822,0
174731.11,0.084,0.582,0.0,117986.92,0,8,0.16125557935456714,0
122888.42,0.085,0.522,0.034,92347.68,1,4,0.1333691164491394,0
182462.55,0.117,0.58,0.056,211570.5,0,11,0.15072713097063595,0
131934.09,0.085,0.506,0.018,72114.72,1,5,0.12881346751555023,0
160348.64,0.094,0.586,0.075,41000.96,0,7,0.17439808651883965,0
135857.39,0.083,0.617,0.031,68606.79,1,10,0.1356078561541691,0
180534.52,0.097,0.551,0.015,187087.7,0,6,0.1506418455387208,0
125009.11,0.088,0.554,0.106,109891.34,0,5,0.1851135066995691,0
127845.12,0.11,0.614,0.045,109844.82,0,5,0.17103707979605326,0
158922.25,0.096,0.524,0.098,54503.38,0,6,0.1816422293106149,0
158333.47,0.096,0.613,0.034,53494.61,0,3,0.15925634717929715,0
185220.27,0.098,0.517,0.136,199054.61,1,10,0.15005885430733135,0
136214.07,0.083,0.568,0.037,60626.99,0,7,0.16972990103235652,0
115789.06,0.088,0.567,0.0,141141.07,0,10,0.15549150639303821,0
120771.46,0.104,0.472,0.0,57738.48,0,8,0.15011812834170019,0
126989.47,0.102,0.509,0.036,110779.83,0,5,0.17337187931012032,0
114178.13,0.1,0.491,0.12,55887.78,0,5,0.1857492518781696,0
126913.63,0.082,0.531,0.102,65899.75,1,7,0.149785702849472,0
136959.66,0.109,0.566,0.082,173420.39,0,9,0.17005266084333853,0
133585.75,0.094,0.565,0.065,100661.77,1,4,0.1506070512959985,0
119553.65,0.117,0.603,0.038,50039.85,1,8,0.13225899944641606,0
183693.65,0.085,0.577,0.103,211500.5,0,5,0.1622216341001248,0
114299.84,0.088,0.558,0.006,132672.48,1,5,0.1285308665184871,0
158457.09,0.087,0.51,0.022,54455.85,0,10,0.16571639974538332,0
178985.31,0.103,0.579,0.04,187745.59,0,8,0.15770825138926958,0
172095.27,0.082,0.578,0.04,104191.55,1,9,0.14213931585894435,0
173076.17,0.082,0.598,0.101,39737.5,0,12,0.17106906593051574,0
152271.66,0.116,0.534,0.078,91008.22,0,10,0.18186231021593774,0
161044.97,0.112,0.596,0.07,172522.1,0,5,0.16833079311811222,0
124192.61,0.08,0.55,0.026,85979.34,0,5,0.16482733915922565,0
133640.95,0.099,0.553,0.058,44775.57,0,11,0.1727299133760321,0
118518.04,0.089,0.566,0.075,104046.25,0,7,0.18109653704212492,0
121752.11,0.098,0.621,0.032,25068.7,0,4,0.1446903169775552,0
115053.59,0.081,0.627,0.037,133104.26,2,3,0.08975216547446607,0
143299.6,0.1,0.589,0.086,100296.5,1,11,0.15337538004171897,0
180458.04,0.105,0.544,0.052,187734.84,0,11,0.16154225967136682,0
145216.06,0.114,0.579,0.033,93776.91,0,9,0.16671557044528784,0
117706.79,0.103,0.552,0.011,91677.5,0,8,0.15649173684291823,0
135134.26,0.117,0.577,0.0,118952.36,0,10,0.15946383012274074,0
150122.12,0.109,0.559,0.073,129486.7,0,11,0.1810410114483963,0
117190.59,0.083,0.566,0.033,115221.3,0,10,0.16734865319321174,0
115100.92,0.116,0.544,0.096,29965.97,0,10,0.166420541928276,0
121971.6,0.088,0.624,0.024,91906.04,1,5,0.131837773201195,0
118543.84,0.088,0.557,0.029,101112.91,0,12,0.1698963156489478,0
182818.44,0.102,0.59,0.013,55132.88,0,11,0.15525148330983796,0
140698.21,0.089,0.526,0.0,99011.71,0,6,0.16199198367897322,0
137161.31,0.106,0.526,0.125,114933.26,1,11,0.16195418089928315,0
166444.75,0.099,0.578,0.046,114805.83,0,9,0.18100743703263705,0
181616.74,0.109,0.581,0.122,41660.98,0,11,0.17933676876257443,0
122807.27,0.082,0.54,0.011,129369.94,0,7,0.16139294485096078,0
174572.8,0.102,0.556,0.184,153458.25,0,11,0.1948381445052904,0
139569.04,0.1,0.56,0.105,43528.36,2,7,0.09493945873303672,0
117601.91,0.095,0.512,0.007,24983.85,1,6,0.10728780688293499,0
176763.52,0.094,0.531,0.019,191124.59,1,9,0.1164262274418374,0
120246.19,0.091,0.509,0.059,70937.91,0,3,0.1793646236861986,0
185509.21,0.105,0.566,0.0,193395.02,0,10,0.1417897549825311,0
127183.07,0.083,0.622,0.09,49161.92,0,8,0.17556181169944518,0
184952.57,0.109,0.499,0.012,176946.63,0,12,0.14937090041503276,0
183436.53,0.112,0.581,0.091,184785.95,1,6,0.13841480130161216,0
133198.78,0.108,0.486,0.006,55239.25,0,3,0.15495262504331964,0
119031.6,0.1,0.52,0.114,56010.5,0,7,0.1825324515638615,0
175518.72,0.115,0.452,0.016,132327.71,0,9,0.1558083974059108,0
115553.85,0.104,0.539,0.081,92915.41,1,9,0.1480695623883887,0
149406.06,0.113,0.486,0.025,117686.54,1,4,0.1340156059611174,0
179185.9,0.114,0.599,0.018,160914.73,0,8,0.15070562892885536,0
120073.22,0.103,0.503,0.033,58315.76,0,7,0.16776644439878474,0
170257.86,0.084,0.555,0.04,40961.91,0,11,0.16303698585797927,0
175636.94,0.111,0.534,0.004,186014.69,0,3,0.14391555607812934,0
164577.28,0.084,0.596,0.034,190360.14,1,12,0.1191437036139335,0
188224.41,0.097,0.528,0.048,162586.92,0,8,0.1704893866285101,0
134828.06,0.099,0.615,0.088,61508.23,0,10,0.17937650002204442,0
186609.76,0.088,0.494,0.039,160270.01,1,11,0.1299649933006392,0
178584.26,0.089,0.553,0.089,50308.83,0,6,0.17603517348878328,0
179810.02,0.113,0.58,0.0,65343.21,0,6,0.15276266704452496,0
176983.73,0.102,0.517,0.031,83481.12,0,5,0.1682665023653005,0
168184.82,0.09,0.582,0.038,130442.9,0,10,0.17331081144438082,0
187627.91,0.102,0.53,0.188,109656.35,0,3,0.19711687417127416,0
174800.31,0.117,0.543,0.133,139754.62,1,8,0.1652717775515382,0
177410.45,0.114,0.517,0.018,172720.55,0,8,0.1549683457250151,0
114262.46,0.115,0.552,0.027,140630.89,0,3,0.16348816421456153,0
124509.54,0.104,0.65,0.057,111447.1,0,12,0.17257840868847696,0
114840.03,0.082,0.512,0.183,72191.89,0,4,0.19255812261114652,0
188243.92,0.085,0.531,0.0,205739.33,1,12,0.10478702270713741,0
172722.75,0.094,0.583,0.094,167389.69,0,9,0.1794368667246679,0
172043.31,0.093,0.557,0.112,152560.2,0,6,0.1822215025788021,0
188009.39,0.087,0.501,0.069,207312.53,0,4,0.1624167122994608,0
121619.33,0.116,0.567,0.0,80386.73,0,8,0.15264408393924628,0
115688.49,0.113,0.539,0.091,87033.35,0,6,0.17857802017358493,0
114700.39,0.081,0.456,0.035,133628.3,0,11,0.1604656567204637,0
125013.37,0.117,0.471,0.068,138736.97,0,8,0.17430358355425446,0
118687.6,0.082,0.567,0.088,114629.86,1,3,0.14647607498844195,0
121369.69,0.09,0.636,0.08,71555.21,1,4,0.14600690059757365,0
176755.28,0.093,0.609,0.066,182536.47,0,12,0.16019324093317155,0
184213.07,0.097,0.504,0.001,180240.54,0,6,0.14670791428788288,0
166270.75,0.116,0.481,0.061,40871.66,0,10,0.1688421977031757,0
126825.42,0.102,0.522,0.038,100460.14,1,9,0.1391864640006697,0
130649.64,0.093,0.573,0.078,62701.19,1,10,0.14965403592397386,0
143435.32,0.105,0.576,0.066,167778.52,0,5,0.172308661232632,0
185808.22,0.112,0.498,0.002,105118.43,0,12,0.15564062051545885,0
114069.64,0.089,0.487,0.083,69312.19,1,11,0.14647137949441602,0
177494.79,0.082,0.556,0.088,187727.77,0,9,0.16654975661273563,0
133667.22,0.084,0.499,0.013,55123.01,0,10,0.1592044471603733,0
125354.79,0.116,0.535,0.011,122986.5,0,12,0.16078334152913082,0
172108.98,0.109,0.547,0.133,44665.1,0,7,0.1816042321430269,0
122298.05,0.091,0.541,0.0,87719.95,1,8,0.124552573678203,0
160338.57,0.093,0.491,0.022,198732.55,0,4,0.15364464182092635,0
119521.52,0.083,0.553,0.03,59598.39,0,8,0.16740886357206686,0
124352.64,0.081,0.504,0.014,130259.34,0,8,0.1612938506532079,0
116073.02,0.117,0.518,0.102,109368.41,1,9,0.14949565578723484,0
118205.99,0.085,0.55,0.079,119599.08,0,11,0.17877171428324368,0
180064.03,0.096,0.545,0.007,137212.75,0,5,0.1638866184101858,0
124706.38,0.095,0.493,0.039,78121.89,0,5,0.1708419277537409,0
118192.8,0.095,0.509,0.069,43409.8,0,10,0.17477699757702536,0
161030.46,0.106,0.568,0.068,162299.01,0,8,0.174659765953817,0
118241.96,0.081,0.521,0.035,98819.97,0,5,0.16592327180312433,0
124086.26,0.118,0.461,0.031,75414.18,1,10,0.13010678301145423,0
188426.52,0.083,0.577,0.01,210404.41,0,6,0.14063847351985487,0
184108.18,0.11,0.565,0.097,45509.91,0,3,0.1743973643394937,0
134513.06,0.09,0.556,0.061,140135.87,0,9,0.1782750878197487,0
149619.4,0.085,0.589,0.012,154073.71,0,12,0.15571200747914543,0
182498.1,0.091,0.544,0.0,141424.61,0,11,0.15880321195169783,0
115928.3,0.103,0.567,0.108,66709.44,0,12,0.181886667305457,0
123007.42,0.096,0.543,0.042,98937.08,0,8,0.17680674198545204,0
114392.88,0.113,0.646,0.156,63785.42,0,5,0.18227279787985973,0
119642.61,0.098,0.555,0.0,31623.76,0,10,0.13870405940468228,0
171947.68,0.116,0.52,0.078,137576.24,0,6,0.18453849730741206,0
130588.89,0.118,0.501,0.09,64174.07,0,6,0.1857293777834571,0
115324.09,0.095,0.565,0.067,135115.56,1,6,0.14424388254567427,0
115364.46,0.115,0.55,0.05,86723.08,0,11,0.1685723582373042,0
145375.98,0.108,0.534,0.039,96046.63,0,9,0.17073982734494136,0
140822.11,0.096,0.479,0.045,58205.85,0,12,0.17341773875233152,0
121382.89,0.114,0.55,0.026,68401.67,0,4,0.1631139440112263,0
118877.4,0.112,0.546,0.012,110183.1,0,10,0.15640395251486117,0
184785.55,0.108,0.609,0.111,106775.18,1,3,0.1534056525978486,0
136814.8,0.083,0.481,0.129,93251.55,0,4,0.19031830973958935,0
158641.91,0.107,0.565,0.0,56373.4,0,7,0.15391813893049616,0
142477.2,0.089,0.533,0.0,83260.27,0,12,0.15679210475718797,0
188034.82,0.119,0.508,0.0,128862.23,1,6,0.12450584612781568,0
169568.48,0.099,0.526,0.024,83237.49,0,3,0.17037235833351916,0
125187.36,0.107,0.572,0.029,109315.03,0,8,0.17068032899663327,0
120225.93,0.117,0.634,0.124,109922.32,2,11,0.11370358267098102,0
180896.61,0.095,0.566,0.0,188001.45,0,12,0.14330929418085442,0
165828.18,0.106,0.571,0.078,177327.37,0,9,0.17143021567288236,0
175974.09,0.085,0.557,0.0,58073.86,1,11,0.12129728450849242,0
178743.35,0.111,0.59,0.1,172531.59,0,6,0.1719917734978681,0
123815.16,0.107,0.598,0.093,103366.23,0,6,0.18397413540873608,0
167075.67,0.086,0.533,0.124,118472.39,1,3,0.16165146707228117,0
179268.53,0.09,0.639,0.035,126245.01,0,3,0.16142808811009013,0
174277.89,0.111,0.558,0.124,37687.57,1,8,0.1462004194353161,0
137408.93,0.093,0.497,0.018,49477.14,1,10,0.12659181786289542,0
136943.25,0.115,0.524,0.072,103102.57,1,12,0.15138076392429223,0
125813.49,0.09,0.499,0.037,55346.8,0,3,0.16792110942571709,0
