avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths
170002.49,0.112,0.67,0.342,137997.35,2,44
120566.54,0.135,0.681,0.365,62944.53,0,24
123842.6,0.122,0.635,0.354,108463.97,1,29
191314.51,0.113,0.644,0.383,206150.42,0,48
132822.95,0.101,0.602,0.394,71381.75,1,32
183011.38,0.142,0.552,0.407,69765.62,0,48
162299.71,0.13,0.627,0.347,79567.78,0,29
136830.17,0.111,0.563,0.357,120968.48,1,59
125631.13,0.141,0.56,0.385,40398.28,0,51
125308.87,0.102,0.545,0.308,86937.09,0,30
177822.78,0.109,0.585,0.365,176628.45,1,63
145620.96,0.134,0.626,0.317,63575.07,1,45
207508.74,0.114,0.625,0.318,106100.23,0,30
198796.28,0.115,0.659,0.379,237238.37,1,49
128810.96,0.122,0.584,0.379,63549.92,0,62
120636.69,0.113,0.67,0.407,77256.68,4,49
117757.93,0.12,0.62,0.41,45339.65,0,24
193415.08,0.105,0.623,0.314,103070.44,0,57
116234.26,0.117,0.567,0.426,56301.01,1,25
125118.32,0.142,0.615,0.353,74854.07,1,56
117519.4,0.106,0.615,0.326,48013.5,1,29
150435.21,0.109,0.607,0.373,69950.24,1,53
194008.31,0.147,0.594,0.396,188162.33,0,60
194034.07,0.128,0.592,0.341,126985.16,0,33
115435.91,0.148,0.59,0.294,115365.46,1,64
208749.28,0.148,0.53,0.36,180766.25,0,63
194942.82,0.112,0.676,0.357,153442.61,1,52
201992.42,0.105,0.628,0.361,139137.57,0,34
133237.24,0.126,0.754,0.326,39347.23,1,56
205880.97,0.111,0.695,0.392,152796.27,0,48
203727.95,0.149,0.585,0.405,162521.99,0,55
152700.02,0.121,0.538,0.324,146667.99,0,59
185645.62,0.109,0.549,0.355,73863.3,0,65
193687.93,0.141,0.56,0.353,225794.91,0,63
118370.66,0.105,0.64,0.382,52200.21,1,50
121372.88,0.13,0.61,0.402,47605.95,1,30
196822.17,0.135,0.663,0.333,135453.91,0,71
117228.63,0.118,0.56,0.294,58831.79,1,50
201795.57,0.135,0.589,0.369,163847.63,0,72
190375.01,0.137,0.773,0.313,69533.36,0,30
204854.33,0.101,0.651,0.359,185896.23,1,56
165035.98,0.118,0.597,0.325,91350.94,1,48
181872.1,0.125,0.587,0.423,201960.84,3,38
143104.34,0.129,0.681,0.262,58943.04,0,66
206418.79,0.146,0.646,0.273,64339.59,0,64
152037.61,0.15,0.578,0.408,147394.45,0,66
122016.33,0.124,0.594,0.303,50081.58,0,71
198400.31,0.131,0.611,0.409,117901.94,0,54
116076.82,0.114,0.586,0.351,38418.28,0,34
182398.08,0.117,0.565,0.342,158519.56,0,39
204567.82,0.101,0.588,0.352,139148.36,1,49
205316.25,0.116,0.631,0.334,127312.12,1,38
193432.73,0.15,0.612,0.247,229669.31,0,61
140162.81,0.146,0.589,0.35,138248.86,0,41
202859.56,0.117,0.63,0.415,118640.98,0,48
190227.99,0.129,0.685,0.32,42718.13,1,63
176404.05,0.15,0.663,0.271,166204.14,0,43
195990.04,0.116,0.673,0.33,46962.81,1,56
119837.67,0.145,0.547,0.288,127887.63,1,24
191504.99,0.107,0.615,0.259,102046.46,1,37
139649.46,0.107,0.649,0.335,84722.28,1,35
125274.23,0.127,0.629,0.445,121975.13,1,26
204467.66,0.131,0.639,0.413,118816.15,2,34
189133.69,0.107,0.674,0.292,66827.66,0,62
124445.7,0.102,0.562,0.317,61759.53,0,64
123203.52,0.147,0.634,0.372,62244.56,2,50
114436.37,0.148,0.645,0.397,127263.85,0,67
116141.77,0.102,0.543,0.271,30276.86,0,48
196432.74,0.133,0.649,0.342,84502.91,0,36
143913.76,0.142,0.638,0.31,67444.9,1,51
151547.6,0.124,0.667,0.27,114595.83,1,66
167412.22,0.146,0.593,0.378,162277.85,1,52
127947.91,0.124,0.566,0.424,140650.14,1,62
135028.61,0.102,0.599,0.363,104892.98,1,59
119427.1,0.13,0.635,0.26,66941.03,1,30
198260.01,0.124,0.581,0.362,149475.84,0,41
208434.63,0.142,0.614,0.315,209909.94,0,43
144099.4,0.105,0.586,0.29,134200.26,1,33
135439.16,0.116,0.536,0.292,29809.95,0,29
119725.46,0.123,0.662,0.353,39913.86,0,69
124724.66,0.141,0.646,0.262,66180.27,0,33
124238.69,0.148,0.677,0.347,132912.69,1,69
161523.97,0.122,0.606,0.385,53622.87,0,38
152347.01,0.113,0.603,0.351,155826.96,0,52
197914.16,0.1,0.678,0.261,107185.71,0,25
115297.64,0.102,0.542,0.343,108372.93,0,58
203376.65,0.104,0.626,0.326,98080.7,3,70
130444.8,0.122,0.661,0.366,61118.93,0,54
200201.58,0.107,0.568,0.405,77459.67,0,45
199954.65,0.101,0.54,0.409,216662.19,1,57
117255.61,0.15,0.706,0.386,110186.6,1,64
186972.06,0.149,0.528,0.344,162214.76,0,51
125547.22,0.11,0.514,0.329,150393.46,1,43
128089.03,0.105,0.621,0.344,101673.3,2,71
193874.28,0.147,0.65,0.323,123263.79,1,65
165421.42,0.142,0.579,0.394,79325.84,1,32
207081.0,0.135,0.649,0.385,158677.77,0,48
199256.42,0.123,0.662,0.365,97589.94,0,62
203167.33,0.118,0.628,0.378,186362.23,0,42
177513.19,0.145,0.565,0.418,146753.81,0,58
131320.04,0.12,0.646,0.381,100992.25,1,49
193480.53,0.116,0.738,0.447,167815.94,1,43
191630.92,0.104,0.664,0.284,236623.54,1,27
203082.19,0.116,0.731,0.332,57052.67,2,71
195496.6,0.15,0.657,0.303,226810.62,0,32
194238.96,0.12,0.624,0.251,105769.94,0,24
144221.34,0.117,0.615,0.34,41960.3,0,31
133292.62,0.129,0.631,0.356,56182.99,1,47
122620.19,0.112,0.648,0.415,41333.56,0,47
129190.23,0.119,0.641,0.46,86739.59,0,38
119000.47,0.107,0.584,0.338,84391.91,0,37
121606.17,0.142,0.637,0.372,132379.91,0,38
181617.23,0.117,0.674,0.442,200263.43,0,24
125638.77,0.133,0.701,0.289,108023.1,0,70
144864.14,0.147,0.648,0.43,93740.52,1,55
205664.82,0.139,0.619,0.392,101998.2,0,32
191897.8,0.114,0.553,0.364,136444.14,0,58
190457.36,0.111,0.6,0.347,125532.62,0,54
151607.8,0.101,0.615,0.418,164388.42,2,51
132849.35,0.119,0.499,0.29,36719.05,2,41
120659.91,0.135,0.548,0.214,76983.58,0,27
134578.89,0.104,0.671,0.33,34981.77,1,56
199600.9,0.148,0.704,0.4,54386.22,0,35
122493.95,0.12,0.605,0.269,107627.77,1,57
202174.83,0.147,0.674,0.311,194637.81,1,29
124306.41,0.124,0.688,0.331,140975.48,0,71
184015.5,0.141,0.624,0.342,153934.8,0,64
190995.11,0.123,0.62,0.318,146297.82,3,72
208404.08,0.122,0.618,0.362,215492.5,1,47
201353.81,0.141,0.65,0.396,246312.5,0,33
135138.59,0.124,0.57,0.313,160470.01,0,37
192989.17,0.142,0.604,0.437,147423.62,0,56
125615.85,0.14,0.574,0.323,78049.88,1,64
201121.0,0.115,0.569,0.343,214365.7,1,71
197197.37,0.136,0.651,0.389,182905.31,0,25
125600.1,0.148,0.669,0.376,30750.94,0,55
146687.25,0.1,0.568,0.31,37022.25,1,30
120082.18,0.142,0.604,0.317,28319.89,1,56
116130.99,0.146,0.641,0.28,75389.1,2,39
196694.75,0.116,0.592,0.335,136682.04,1,52
206624.34,0.135,0.716,0.352,77626.23,0,55
120204.38,0.136,0.511,0.309,47510.35,2,71
119443.41,0.144,0.604,0.361,87528.87,0,65
204896.35,0.147,0.671,0.374,150955.43,1,34
195614.41,0.109,0.674,0.311,115171.16,0,41
146352.58,0.1,0.588,0.359,38610.08,0,54
179599.77,0.135,0.586,0.416,71989.39,1,24
202937.27,0.125,0.656,0.398,55288.41,0,51
184767.94,0.126,0.651,0.32,99529.75,1,29
194189.58,0.131,0.665,0.269,204789.69,0,55
155147.98,0.108,0.648,0.387,182713.96,0,72
152302.57,0.126,0.544,0.317,163089.88,2,62
189013.28,0.108,0.565,0.305,212572.19,1,34
120698.54,0.115,0.704,0.285,95183.3,0,37
122821.62,0.138,0.674,0.381,82404.55,1,29
179551.91,0.14,0.61,0.326,122245.61,0,24
133693.57,0.102,0.568,0.349,113187.99,0,63
171066.86,0.117,0.639,0.324,106400.84,1,37
149378.11,0.146,0.581,0.322,67518.07,3,40
207953.85,0.137,0.643,0.397,54321.83,1,52
115519.36,0.141,0.642,0.422,123363.91,1,55
138885.65,0.101,0.665,0.357,111080.67,1,30
117292.26,0.11,0.633,0.316,57953.83,1,36
202122.67,0.117,0.519,0.325,210755.37,1,36
201774.87,0.106,0.629,0.359,205648.14,2,34
124579.04,0.123,0.635,0.321,96992.37,1,69
117519.87,0.147,0.559,0.281,26354.57,1,45
125861.95,0.138,0.558,0.324,39143.14,1,54
209767.64,0.107,0.651,0.323,83992.01,1,30
125362.24,0.108,0.574,0.412,53650.11,0,72
192120.44,0.127,0.617,0.252,134527.69,0,72
150898.19,0.114,0.549,0.296,134964.18,0,57
131986.44,0.138,0.634,0.358,41237.66,0,66
202421.63,0.101,0.658,0.312,84422.44,1,44
198383.56,0.111,0.604,0.361,176685.18,0,43
116544.82,0.12,0.593,0.3,38705.19,0,51
124915.48,0.106,0.64,0.486,80525.66,0,63
171354.89,0.112,0.601,0.301,133992.55,0,33
131651.56,0.114,0.565,0.33,118715.31,2,39
208725.48,0.124,0.66,0.396,126892.07,0,47
193472.73,0.114,0.67,0.285,230945.59,0,69
194379.14,0.145,0.595,0.451,92050.92,0,47
145675.23,0.113,0.598,0.271,168796.02,1,26
116111.7,0.138,0.538,0.299,102437.47,0,45
124261.94,0.116,0.642,0.341,106183.92,0,69
123334.07,0.114,0.671,0.281,75758.78,0,58
148633.25,0.101,0.645,0.417,91018.46,1,41
148450.63,0.145,0.574,0.398,92012.36,0,59
147639.9,0.114,0.665,0.434,44051.99,0,54
195156.16,0.136,0.55,0.349,216510.53,1,65
145775.23,0.128,0.616,0.332,51975.14,0,52
197845.67,0.12,0.639,0.374,208260.54,0,56
122657.82,0.134,0.612,0.293,30953.78,2,33
195605.22,0.141,0.622,0.369,168506.82,1,57
192329.29,0.14,0.626,0.349,37436.93,0,29
192833.88,0.113,0.591,0.349,42016.4,1,64
131726.99,0.137,0.587,0.378,72389.0,1,64
196881.58,0.116,0.669,0.314,105427.16,0,67
116869.85,0.125,0.551,0.317,47546.25,4,27
206392.41,0.15,0.547,0.306,159272.74,1,46
168682.69,0.105,0.588,0.435,63246.3,0,62
116801.54,0.108,0.562,0.417,43856.05,1,65
182231.47,0.118,0.688,0.254,193129.86,0,38
202318.23,0.135,0.519,0.338,67814.69,0,29
147315.95,0.119,0.571,0.379,34465.64,1,28
172853.68,0.112,0.657,0.271,154079.19,2,43
209505.51,0.137,0.577,0.387,189214.64,0,41
193754.33,0.148,0.628,0.272,202036.04,0,44
206305.97,0.14,0.612,0.395,98243.7,0,34
120476.68,0.1,0.675,0.366,120604.0,1,62
190116.94,0.121,0.665,0.307,218507.25,1,25
196920.74,0.144,0.629,0.246,142045.9,0,61
134329.51,0.123,0.664,0.346,160399.13,0,53
195575.81,0.11,0.663,0.409,92390.79,2,38
187798.16,0.102,0.543,0.335,81664.45,1,41
203465.82,0.108,0.627,0.28,90023.8,1,43
187930.86,0.122,0.617,0.322,47603.36,1,62
134753.11,0.119,0.596,0.411,55715.01,5,66
178038.27,0.134,0.588,0.279,70217.11,3,26
147120.73,0.129,0.622,0.32,90946.48,1,38
115734.11,0.145,0.665,0.285,52824.41,2,56
177998.03,0.14,0.642,0.441,43161.87,0,65
193892.72,0.11,0.555,0.362,179900.6,2,61
114803.33,0.102,0.646,0.372,44426.03,1,41
134233.26,0.122,0.592,0.234,80430.92,1,60
190144.44,0.101,0.509,0.278,207861.46,1,27
192568.39,0.104,0.632,0.335,63137.66,0,37
117050.41,0.105,0.64,0.358,109850.49,1,39
120462.03,0.103,0.675,0.275,112099.21,0,35
191755.14,0.119,0.661,0.3,85820.3,0,47
190928.09,0.122,0.657,0.335,126300.75,0,71
123289.67,0.13,0.638,0.196,58209.62,0,37
119403.07,0.141,0.603,0.352,78559.19,0,61
193737.66,0.117,0.539,0.348,229534.18,0,40
124468.21,0.15,0.611,0.453,150504.98,0,43
176381.94,0.091,0.583,0.091,63100.15,0,12
177556.32,0.093,0.479,0.007,196763.26,0,4
147595.74,0.088,0.521,0.102,109627.32,0,4
149293.63,0.106,0.556,0.07,163530.1,0,4
186401.49,0.091,0.41,0.099,174307.6,0,7
177444.22,0.103,0.595,0.098,48361.82,1,4
119319.31,0.086,0.491,0.064,115392.94,1,5
139765.97,0.09,0.539,0.048,164585.41,0,4
126835.66,0.093,0.493,0.0,71129.63,0,3
171727.35,0.119,0.597,0.0,150528.92,0,8
121135.77,0.083,0.508,0.008,33081.4,0,5
184042.75,0.116,0.543,0.111,161299.0,0,4
120707.21,0.105,0.663,0.081,104638.21,0,11
156155.68,0.097,0.517,0.081,79493.77,0,12
188244.73,0.107,0.503,0.0,44350.53,0,10
187251.15,0.1,0.515,0.008,71216.6,1,3
168320.1,0.101,0.627,0.022,57805.84,1,10
184721.53,0.083,0.559,0.095,158377.75,0,4
180610.57,0.097,0.531,0.027,154426.66,0,6
174586.64,0.101,0.543,0.123,144529.52,1,7
188103.19,0.088,0.538,0.07,87418.65,1,10
182129.96,0.091,0.54,0.112,73591.97,0,10
184962.01,0.11,0.599,0.166,198395.5,0,4
136450.42,0.111,0.544,0.088,112168.59,0,3
121513.4,0.085,0.589,0.042,115644.42,1,10
124743.68,0.085,0.582,0.049,84565.24,0,11
119607.12,0.081,0.519,0.076,125891.97,0,8
153886.49,0.101,0.504,0.062,161647.52,0,4
186108.86,0.114,0.565,0.08,62912.54,0,6
188281.34,0.115,0.55,0.038,51270.51,0,9
115913.67,0.118,0.518,0.02,120719.62,0,4
114417.62,0.116,0.578,0.0,63707.4,0,5
116358.8,0.097,0.447,0.082,77464.66,0,9
173333.57,0.081,0.467,0.0,115743.72,0,8
121243.57,0.098,0.593,0.057,36900.24,0,12
121048.19,0.105,0.646,0.203,135180.81,1,9
135239.22,0.087,0.644,0.0,111623.12,0,7
120752.89,0.089,0.594,0.056,68287.56,0,3
122539.89,0.109,0.583,0.066,36783.44,0,10
147885.19,0.086,0.515,0.131,111860.36,0,8
173018.37,0.096,0.498,0.089,46145.45,0,3
123340.71,0.086,0.581,0.051,131099.96,1,3
175647.68,0.114,0.612,0.045,51304.26,0,12
125193.21,0.1,0.412,0.007,52619.22,0,7
185317.81,0.09,0.578,0.061,197116.11,0,6
118523.57,0.098,0.49,0.0,64440.15,0,7
119389.62,0.107,0.644,0.029,32330.35,0,11
187173.74,0.105,0.532,0.073,193299.32,0,7
121737.86,0.104,0.651,0.039,136890.11,0,8
176587.29,0.081,0.53,0.119,42524.11,0,10
115788.5,0.094,0.593,0.0,50033.35,1,7
114435.02,0.092,0.505,0.107,127733.85,1,8
131406.11,0.099,0.552,0.095,132347.42,0,12
174574.71,0.086,0.654,0.055,179790.44,0,3
181845.84,0.097,0.567,0.019,107014.1,0,4
184763.32,0.095,0.453,0.076,181163.27,0,4
163455.44,0.095,0.594,0.104,166487.98,1,9
178822.1,0.091,0.529,0.002,75779.58,0,10
173875.32,0.094,0.602,0.0,190967.66,0,9
186874.45,0.105,0.697,0.074,174387.06,1,10
181293.71,0.102,0.586,0.138,73792.33,2,8
117429.93,0.107,0.56,0.14,107977.18,0,3
121283.23,0.097,0.53,0.063,59265.43,0,10
171318.54,0.106,0.58,0.078,154550.95,0,9
120000.6,0.083,0.618,0.114,113769.53,0,12
121039.12,0.102,0.479,0.036,72108.75,0,11
166090.38,0.092,0.605,0.059,72839.32,1,8
149031.66,0.093,0.551,0.118,168155.75,0,4
124356.09,0.083,0.649,0.0,40835.47,0,3
117347.73,0.115,0.577,0.082,62306.76,0,10
175213.27,0.118,0.449,0.027,75779.67,0,11
115825.04,0.097,0.536,0.0,137779.07,0,8
172547.42,0.083,0.486,0.013,225561.32,1,11
169492.84,0.099,0.568,0.067,177535.71,0,10
130022.52,0.104,0.575,0.017,80748.27,0,5
149270.03,0.082,0.568,0.0,96703.27,1,7
119319.1,0.09,0.532,0.035,142347.66,0,9
116878.15,0.088,0.584,0.031,39721.93,0,11
148912.19,0.086,0.572,0.036,118570.2,0,7
142074.86,0.106,0.486,0.015,84482.6,0,7
170325.79,0.116,0.596,0.088,175978.74,0,5
116933.77,0.115,0.571,0.025,124548.12,0,11
157593.54,0.111,0.646,0.088,183059.53,0,11
164340.22,0.081,0.585,0.139,136506.22,1,6
119450.22,0.111,0.523,0.023,107055.6,2,5
183747.14,0.113,0.53,0.03,225155.61,0,7
122812.87,0.084,0.618,0.108,106226.76,1,10
148625.28,0.106,0.675,0.065,94754.99,0,7
181568.13,0.113,0.575,0.062,181538.4,0,3
181852.16,0.107,0.531,0.123,185071.25,0,12
154421.59,0.113,0.646,0.075,147917.27,0,3
179779.75,0.106,0.507,0.008,190337.42,1,10
114278.34,0.081,0.562,0.041,96717.77,0,7
158138.12,0.12,0.573,0.0,38215.31,0,5
152610.74,0.095,0.528,0.033,145164.39,0,5
143222.56,0.101,0.617,0.085,105197.06,0,11
175570.97,0.104,0.514,0.039,166378.22,1,5
119572.73,0.119,0.557,0.054,26853.82,0,7
179307.52,0.102,0.512,0.138,198851.07,0,9
185993.11,0.097,0.554,0.142,160396.71,0,12
149995.09,0.113,0.556,0.0,43639.19,1,5
145451.01,0.091,0.56,0.024,81247.72,0,12
149167.12,0.111,0.533,0.056,83168.81,0,12
171056.76,0.089,0.531,0.016,142915.34,0,7
178362.34,0.111,0.516,0.145,36519.7,0,9
116255.01,0.118,0.513,0.011,75164.57,0,10
124058.4,0.104,0.572,0.096,34216.85,0,11
151367.4,0.083,0.457,0.0,121070.68,1,11
124493.59,0.083,0.535,0.042,118394.77,0,3
122353.4,0.112,0.542,0.058,79650.36,2,8
124840.94,0.092,0.51,0.109,36917.14,0,7
122477.49,0.091,0.576,0.036,98250.19,0,4
179797.98,0.107,0.534,0.048,98135.91,0,11
114919.94,0.119,0.546,0.058,29369.12,0,8
123048.08,0.084,0.439,0.0,129774.14,1,7
115261.53,0.1,0.569,0.114,131706.11,0,10
167226.72,0.115,0.553,0.0,97113.5,0,6
144638.58,0.09,0.631,0.0,115969.54,0,12
151922.93,0.1,0.58,0.045,144554.75,0,6
130013.36,0.092,0.517,0.024,132337.73,0,7
167178.26,0.106,0.46,0.068,71826.44,0,8
145350.22,0.111,0.503,0.022,63995.67,0,6
137445.22,0.092,0.546,0.034,60028.46,0,3
116475.8,0.091,0.525,0.053,52286.66,0,10
179592.65,0.1,0.554,0.084,101254.12,0,6
125949.81,0.117,0.622,0.029,60450.49,0,8
184679.22,0.102,0.583,0.034,140635.59,1,5
148961.56,0.082,0.651,0.02,156180.86,0,9
114340.92,0.083,0.529,0.055,31949.14,0,12
150442.86,0.11,0.482,0.023,79975.32,0,11
177632.93,0.113,0.495,0.1,179824.23,1,8
155028.96,0.096,0.584,0.013,128480.1,0,7
119943.02,0.109,0.524,0.102,74387.1,0,5
177760.87,0.083,0.476,0.0,134962.11,0,5
121812.06,0.109,0.613,0.105,90749.59,0,12
121111.94,0.094,0.579,0.05,91829.73,1,11
123727.77,0.118,0.538,0.079,79612.06,0,11
139698.0,0.108,0.538,0.002,106562.53,1,10
116677.58,0.105,0.528,0.122,61070.62,0,9
181024.38,0.097,0.477,0.044,122607.15,0,6
188347.33,0.09,0.557,0.0,99323.39,0,7
181638.61,0.092,0.631,0.072,134663.6,1,9
175678.62,0.096,0.532,0.041,163852.67,0,4
165220.03,0.082,0.636,0.083,174313.98,0,5
136125.57,0.1,0.55,0.049,42776.13,0,3
168781.94,0.111,0.556,0.08,157461.37,0,8
169342.04,0.1,0.625,0.076,78127.26,0,9
165014.19,0.115,0.563,0.089,91667.68,0,7
183278.53,0.103,0.413,0.0,55108.08,0,9
180273.65,0.107,0.503,0.103,177944.84,0,3
124230.07,0.106,0.488,0.056,93362.68,0,3
122775.71,0.09,0.54,0.0,92568.81,0,6
178869.78,0.095,0.606,0.037,150289.61,1,12
183267.41,0.109,0.517,0.115,192032.92,0,6
123324.38,0.118,0.639,0.0,100549.3,0,8
131684.72,0.108,0.534,0.079,36822.97,0,10
121299.85,0.087,0.586,0.063,62604.04,0,6
175239.19,0.095,0.574,0.049,77197.47,0,8
121487.42,0.107,0.622,0.0,82520.72,0,4
179045.58,0.091,0.582,0.051,133415.62,0,6
131040.38,0.106,0.626,0.016,40916.39,0,11
180279.41,0.089,0.587,0.053,53244.3,0,5
122236.23,0.081,0.512,0.0,104268.11,0,4
128873.9,0.112,0.493,0.022,82993.82,0,3
125627.95,0.081,0.585,0.088,109325.06,1,4
177287.27,0.091,0.65,0.113,168950.55,0,6
186766.85,0.087,0.52,0.066,177011.09,0,7
115049.99,0.116,0.537,0.018,118609.45,0,7
120238.98,0.118,0.487,0.098,107073.07,0,5
188375.07,0.12,0.557,0.038,96737.49,0,8
114139.27,0.09,0.476,0.037,62500.14,0,3
182468.88,0.116,0.582,0.089,200246.85,0,7
155404.2,0.081,0.498,0.076,89657.15,0,6
139191.33,0.084,0.518,0.04,117182.76,0,5
172274.12,0.095,0.497,0.138,95046.15,0,11
134706.4,0.103,0.551,0.0,77023.51,0,6
114818.92,0.083,0.454,0.0,116080.1,0,6
116655.03,0.102,0.535,0.157,73286.07,0,12
131704.85,0.092,0.583,0.027,106158.89,1,12
173215.39,0.11,0.502,0.0,157273.23,0,7
120220.46,0.093,0.59,0.087,103358.9,0,4
120194.56,0.103,0.494,0.03,30126.11,0,7
119980.04,0.092,0.545,0.04,78592.42,0,9
173211.73,0.11,0.473,0.045,69205.06,0,8
134187.99,0.113,0.543,0.075,105988.72,0,11
122953.56,0.112,0.483,0.083,51071.06,0,4
178964.3,0.087,0.552,0.026,187311.56,0,6
125564.76,0.095,0.546,0.0,42563.36,0,5
134281.51,0.109,0.514,0.0,61008.52,0,3
174587.35,0.099,0.506,0.123,173726.39,0,7
182376.49,0.102,0.531,0.131,63735.08,0,10
117970.85,0.081,0.548,0.066,127108.17,1,4
181886.87,0.111,0.556,0.0,89042.36,0,3
119483.39,0.104,0.534,0.123,94953.82,0,8
138290.95,0.085,0.521,0.099,158858.06,0,8
122042.97,0.117,0.536,0.068,149195.5,0,11
126016.04,0.109,0.607,0.089,42052.12,0,11
145689.01,0.115,0.501,0.094,55793.1,1,6
143635.6,0.084,0.635,0.084,99100.54,0,10
165212.37,0.116,0.525,0.065,168066.17,0,3
119933.6,0.092,0.464,0.064,76637.81,0,11
114194.67,0.088,0.585,0.127,152396.35,0,10
114673.91,0.089,0.539,0.01,22437.39,0,3
173757.94,0.096,0.56,0.102,178565.42,0,6
177055.94,0.097,0.536,0.0,86982.95,0,4
126553.3,0.088,0.496,0.145,81805.33,0,4
121404.17,0.108,0.502,0.079,136488.34,0,9
118713.71,0.097,0.572,0.0,113609.45,0,9
119900.12,0.085,0.498,0.055,118385.97,0,6
143155.03,0.115,0.622,0.101,139611.09,1,7
177256.47,0.107,0.548,0.021,204238.67,0,7
119459.06,0.088,0.546,0.005,66225.53,1,8
149097.58,0.114,0.525,0.019,79817.08,0,6
154600.14,0.117,0.512,0.063,91072.78,1,5
125101.95,0.094,0.46,0.129,52292.23,0,4
122205.17,0.101,0.551,0.008,118535.92,0,8
175977.9,0.087,0.597,0.01,163159.78,0,11
129681.99,0.104,0.567,0.063,73051.82,0,7
180053.22,0.107,0.55,0.0,109423.29,0,9
181331.43,0.086,0.579,0.096,66434.48,0,12
177728.13,0.108,0.517,0.06,194132.42,1,10
123567.8,0.103,0.59,0.117,94691.1,0,11
133108.69,0.087,0.495,0.011,158155.53,0,12
183229.27,0.12,0.577,0.045,208795.88,0,9
123477.85,0.107,0.632,0.04,54567.41,0,5
120429.5,0.092,0.593,0.012,47411.45,0,10
123135.72,0.099,0.506,0.103,37541.44,0,11
182943.3,0.105,0.489,0.05,190423.28,1,10
117630.78,0.109,0.557,0.0,64838.87,0,9
168114.11,0.085,0.531,0.031,75493.66,0,11
134540.95,0.112,0.555,0.049,55560.37,1,3
180507.33,0.103,0.533,0.133,131076.2,0,11
122555.0,0.084,0.563,0.027,67778.84,0,3
136532.35,0.111,0.555,0.121,75866.73,0,9
182965.2,0.091,0.654,0.051,198008.24,1,6
181454.31,0.088,0.558,0.086,190669.83,0,7
179438.24,0.107,0.475,0.037,177431.69,0,11
178537.88,0.107,0.519,0.026,107839.03,1,5
136527.7,0.118,0.649,0.061,80101.0,1,10
143817.9,0.084,0.558,0.093,80721.35,0,12
122413.99,0.092,0.492,0.055,86779.0,0,7
119368.45,0.112,0.558,0.005,92561.03,0,10
115621.84,0.107,0.591,0.097,74204.17,0,10
176946.31,0.101,0.63,0.121,55038.96,0,10
184058.07,0.091,0.505,0.057,162496.41,0,11
136791.15,0.099,0.591,0.036,90319.6,0,8
188591.82,0.106,0.528,0.0,171475.25,0,11
171354.18,0.111,0.546,0.076,114965.8,0,12
178455.14,0.093,0.584,0.104,103091.79,1,6
155993.08,0.081,0.537,0.047,109281.1,0,8
134200.07,0.104,0.507,0.033,135897.7,0,8
186129.24,0.109,0.533,0.05,87929.79,0,8
171675.99,0.089,0.601,0.0,122518.2,0,11
116399.95,0.117,0.502,0.064,97881.17,0,7
161408.11,0.092,0.567,0.019,135635.35,0,12
160639.47,0.099,0.48,0.065,64077.87,1,3
123860.3,0.106,0.483,0.097,104939.09,0,6
145983.83,0.089,0.581,0.129,30374.6,0,8
136147.18,0.103,0.538,0.017,99928.61,0,5
188183.11,0.093,0.41,0.138,133629.87,0,9
121267.05,0.095,0.534,0.009,91112.54,0,5
143938.33,0.082,0.465,0.098,128059.48,1,6
116599.87,0.098,0.554,0.149,69039.94,0,12
158409.87,0.081,0.659,0.087,52170.59,0,3
132255.58,0.091,0.505,0.119,48818.0,0,5
164620.28,0.096,0.483,0.016,59253.87,0,7
121404.65,0.105,0.557,0.026,144229.04,0,11
128011.82,0.103,0.577,0.016,120065.5,0,7
182046.79,0.115,0.498,0.0,135010.63,0,6
115428.15,0.11,0.483,0.015,52667.24,0,10
125594.78,0.095,0.542,0.148,114670.93,0,3
121927.87,0.113,0.593,0.045,91288.25,0,7
175048.18,0.106,0.514,0.009,119227.31,0,9
188798.74,0.09,0.496,0.0,60932.92,0,11
114102.42,0.115,0.495,0.106,98865.74,1,6
122935.86,0.115,0.493,0.076,67912.51,0,5
171564.4,0.104,0.598,0.068,72491.96,0,10
165345.82,0.12,0.533,0.101,112882.75,1,9
182388.96,0.092,0.541,0.14,208772.26,0,3
137128.22,0.112,0.588,0.107,38813.47,1,10
122433.9,0.091,0.67,0.065,51037.65,0,9
117318.33,0.085,0.663,0.074,55306.46,2,6
125765.17,0.106,0.673,0.115,30729.89,0,4
124931.24,0.103,0.572,0.013,112030.72,1,7
180584.11,0.092,0.52,0.028,161247.16,2,8
117240.67,0.11,0.589,0.0,32752.55,0,12
177944.43,0.101,0.56,0.101,122588.9,0,5
181144.79,0.118,0.519,0.089,98135.39,0,4
188336.82,0.093,0.548,0.053,45986.4,1,3
122357.04,0.096,0.542,0.061,78935.06,0,9
121666.97,0.112,0.573,0.0,159446.1,0,4
188889.16,0.106,0.62,0.194,115699.51,0,3
158729.83,0.118,0.514,0.034,128716.62,0,6
120489.59,0.083,0.549,0.126,133118.14,0,9
151067.73,0.109,0.458,0.027,127894.14,0,4
167700.64,0.106,0.564,0.063,123096.64,0,10
178963.69,0.082,0.542,0.077,188277.62,1,9
186393.5,0.085,0.55,0.151,178443.67,0,6
125219.66,0.108,0.613,0.088,62427.22,0,3
172759.99,0.105,0.582,0.04,151786.22,0,4
177091.14,0.08,0.536,0.0,61928.94,0,10
