avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths,PD,anomaly_score,prob_high,prob_medium,prob_low,RuleBasedCreditScore,MLSignalBasedCreditScore,HybridCreditScore
143777.54,0.143,0.498,0.365,48760.49,0,64,0.0441407030509168,0.192346420379612,0.0,0.0117334633867443,0.9882665366132558,630,443,581
202327.33,0.135,0.556,0.348,71376.5,3,43,0.2300657157582491,0.0974168218329582,0.0528722056911398,0.8958582962993037,0.0512694980095561,543,357,458
153744.79,0.153,0.459,0.26,163179.69,2,43,0.0206996916086625,0.1304701665043405,0.0017577516500571,0.0308892574439708,0.967352990905972,675,511,630
250357.65,0.172,0.549,0.295,244769.0,0,46,0.0420591889461848,0.1668216202290904,0.0007442485373657,0.0023624988902766,0.9968932525723576,761,514,648
169057.81,0.142,0.505,0.281,151061.05,0,82,0.0415065155911469,0.2025652166385488,0.0002915053800345,0.0039631904619079,0.9957453041580576,804,476,681
227966.85,0.179,0.55,0.275,219386.29,1,79,0.1244876278773089,0.1532697334250747,0.003990903402589,0.5301940746229131,0.4658150219744977,727,378,617
210069.81,0.132,0.438,0.343,77407.05,0,39,0.0126764820295341,0.1876650228653413,0.0,0.0039801270195314,0.9960198729804686,767,510,687
251894.19,0.177,0.596,0.331,82456.69,0,70,0.1652371315638263,0.1869027202071676,0.003298397363113,0.9171660183705892,0.0795355842662977,737,334,596
155771.5,0.126,0.589,0.316,44334.37,0,65,0.0858935467546403,0.1954661461904612,2.477978569507526e-05,0.0249826767878488,0.974992543426456,799,485,655
260632.06,0.149,0.47,0.23,156709.83,1,76,0.0385086496299811,0.1666951561204924,0.0002518656030544,0.0121337038474714,0.987614430549474,724,565,667
146260.57,0.139,0.575,0.374,74904.85,1,48,0.1230159226956778,0.1912270065795751,0.0021825410955104,0.8070829630587656,0.1907344958457232,605,353,522
143910.23,0.164,0.553,0.287,39989.55,0,59,0.0374919212818857,0.1875415812560499,0.0001554868084882,0.0092825150553014,0.9905619981362104,703,513,613
250210.94,0.121,0.453,0.349,192559.95,1,43,0.035464955442078,0.1582202065658648,0.0001856534241901,0.0249692113256218,0.9748451352501876,702,498,628
148110.77,0.17,0.56,0.269,161957.82,0,55,0.0320019616552583,0.1917667517988671,0.0001499793141511,0.0025357909546178,0.9973142297312312,709,490,616
156471.48,0.165,0.593,0.178,78356.16,0,57,0.0234709667300479,0.1867542462432854,0.0017883127497087,0.0097942610801161,0.9884174261701748,785,515,649
186767.09,0.151,0.516,0.267,119617.09,0,54,0.0217728995329486,0.2032479603007392,8.76968867236805e-05,0.0012428045284748,0.9986694985848016,794,540,691
143297.57,0.128,0.585,0.285,92873.94,1,45,0.0621670271551975,0.1941570906210609,0.0003681753990663,0.0366722402665939,0.9629595843343396,579,479,529
203500.17,0.165,0.499,0.263,86551.35,1,74,0.05295514240179,0.1743285831083733,0.0004185842533708,0.0172386385609316,0.9823427771856972,705,476,637
150444.51,0.13,0.523,0.292,142466.41,0,52,0.0238791632792754,0.2026782113423403,8.76968867236805e-05,0.0025056049267466,0.9974066981865296,775,480,630
201116.52,0.159,0.496,0.262,81618.7,2,37,0.0332125433312158,0.1308887060291896,0.0023934926074557,0.033334605427011,0.9642719019655328,602,477,576
255818.19,0.163,0.56,0.317,157326.9,1,80,0.2097496316953255,0.1779531316550338,0.0058913353497083,0.9295996635160588,0.0645090011342326,731,305,549
178401.97,0.164,0.565,0.396,191866.97,2,56,0.2707427378189349,0.1336458040829919,0.0171540184243527,0.950288506647072,0.0325574749285753,634,311,493
246010.01,0.167,0.6,0.289,248476.39,0,83,0.1656681917495008,0.1653068769197,0.004766527900759,0.8321244860513285,0.1631089860479121,793,398,639
189562.6,0.175,0.608,0.257,191487.07,0,58,0.0628358973586212,0.1773977041152968,0.000250018972413,0.0613179017577336,0.9384320792698534,753,478,637
148676.72,0.174,0.608,0.265,67553.69,1,69,0.1236568282579484,0.1805804416886789,0.0039543410282541,0.8587079406286195,0.1373377183431263,660,332,529
233288.22,0.125,0.579,0.248,189961.91,1,50,0.0692849680747681,0.1723555996865686,0.0001514370498044,0.0318515186131736,0.9679970443370222,739,446,619
178823.02,0.139,0.562,0.29,203916.53,0,57,0.046419895400889,0.1867460424684908,8.76968867236805e-05,0.0042034642522597,0.9957088388610164,769,545,692
246988.2,0.164,0.514,0.232,81029.81,0,62,0.024866378266884,0.1867955518186169,8.781771205510368e-06,0.0030539446915202,0.996937273537274,730,478,640
216265.39,0.12,0.552,0.355,210992.07,1,67,0.167983034247812,0.169468227859397,0.0052506010809128,0.9344511069203328,0.0602982919987546,729,355,560
147878.98,0.12,0.485,0.318,64359.85,0,64,0.0261292448864792,0.1957577673311619,0.0,0.0041566198043129,0.9958433801956872,727,485,641
255888.7,0.166,0.553,0.353,84481.15,1,60,0.1642048341335456,0.1737366720388882,0.0034032455154546,0.9444906137462404,0.0521061407383052,644,354,542
256888.91,0.171,0.504,0.274,60287.32,0,68,0.0384430660488087,0.1814641928247693,8.76968867236805e-05,0.0086489641928246,0.9912633389204516,772,496,674
240092.85,0.142,0.505,0.267,120500.12,1,78,0.0744365963450569,0.1790201367202337,0.0004999951851799,0.0261382626415545,0.9733617421732657,711,452,610
157307.2,0.134,0.598,0.253,85073.3,0,70,0.0648739227306774,0.205692282451905,0.0003338150223765,0.0370280865090164,0.9626380984686072,736,469,634
209627.81,0.157,0.471,0.316,181716.55,0,38,0.0142855461951865,0.188729272301059,0.0,0.0017772320351375,0.9982227679648624,727,491,617
172059.75,0.149,0.595,0.242,149568.96,2,67,0.152661548366121,0.1423567840402622,0.0179361070676881,0.8299250453688709,0.1521388475634412,622,316,513
155602.29,0.141,0.541,0.265,72834.91,0,82,0.0514014826904771,0.1993900924755733,0.0002915053800345,0.0139123568855487,0.9857961377344168,823,489,695
151414.53,0.128,0.497,0.283,145222.03,0,64,0.0225754346814394,0.2015247706150185,8.76968867236805e-05,0.0019900852388887,0.9979222178743876,774,494,653
178387.26,0.133,0.462,0.301,122681.18,0,82,0.0314431426718475,0.1971990083074134,0.0001929176735374,0.0110229626620239,0.9887841196644386,811,497,670
150788.45,0.169,0.575,0.355,71650.17,2,46,0.1663014059349316,0.1546664960939094,0.0121746536460468,0.9459219120230964,0.0419034343308566,631,337,507
242254.09,0.131,0.526,0.337,252784.14,3,64,0.2834070609641561,0.0589086939277463,0.0551977872716025,0.8767290039097326,0.0680732088186645,525,311,426
206444.53,0.121,0.424,0.277,219955.2,1,42,0.0112549615956909,0.1495372490272626,0.0010471987984916,0.0026048807258853,0.9963479204756228,749,521,678
144946.82,0.176,0.464,0.294,60966.55,0,48,0.0108812917381908,0.1845626290793466,0.0,0.0050008799359047,0.9949991200640952,676,483,602
144587.72,0.18,0.553,0.314,88784.13,0,64,0.0534189364306784,0.197553818816284,0.0,0.0021691908006687,0.9978308091993312,669,429,587
260609.74,0.176,0.507,0.368,239563.94,1,68,0.1418593933431756,0.1475923312965373,0.002588472478095,0.4748252744704758,0.5225862530514288,689,350,559
156144.18,0.154,0.558,0.422,147331.66,1,45,0.1438594416897474,0.1764034238338473,0.0044037047870092,0.7351354195267515,0.2604608756862391,571,366,471
146277.24,0.143,0.546,0.272,120628.29,1,69,0.067264296388814,0.1886190260561068,0.0002285165576708,0.022921963248502,0.9768495201938268,696,451,623
253112.56,0.155,0.577,0.281,247301.22,1,48,0.0907207265578455,0.1472321196463998,0.000364362129119,0.0662482487791164,0.9333873890917644,729,477,633
154773.3,0.173,0.555,0.342,46287.8,0,47,0.0466069349990702,0.1890893329576533,0.0,0.0071314850114882,0.9928685149885116,672,483,615
240776.9,0.156,0.626,0.243,234342.94,1,76,0.2025817000365146,0.1532682797993862,0.012662196436683,0.8949019405780496,0.0924358629852676,786,316,584
185356.94,0.145,0.507,0.357,189893.85,0,79,0.0781686246339707,0.1914930785878038,0.0001132209690657,0.0084284218368481,0.9914583571940864,779,482,641
253263.83,0.145,0.568,0.337,327545.58,0,80,0.1649682262678508,0.1424097641342824,0.004748125512269,0.8968283193627936,0.0984235551249369,761,300,568
172996.2,0.149,0.58,0.407,142193.62,0,64,0.1633641659244376,0.191531562088743,0.0060374193211763,0.9634128324528672,0.0305497482259562,685,312,518
258894.73,0.149,0.662,0.287,157795.26,0,71,0.2354373240127475,0.1926488592043694,0.0051324318424609,0.8952274141764046,0.0996401539811341,764,310,580
185164.31,0.126,0.476,0.23,168823.09,1,60,0.0200783892000546,0.1800740339214402,8.862113746035465e-05,0.002363702945529,0.9975476759170104,752,494,673
170798.29,0.146,0.483,0.351,169776.61,0,70,0.0431301710783908,0.1924860556227275,0.0,0.0024828551520886,0.9975171448479112,806,445,652
235656.55,0.161,0.478,0.287,253176.58,0,63,0.0258143640869266,0.1653591931298574,8.76968867236805e-05,0.0018231142634518,0.9980891888498244,782,506,644
237593.42,0.155,0.548,0.24,148412.34,2,49,0.0768925297744705,0.1270287890893133,0.0021886797261534,0.0439082602197552,0.9539030600540916,613,466,519
162938.2,0.133,0.546,0.248,34080.02,1,65,0.0533852538583621,0.1683609316749161,8.781771205510368e-06,0.019659482955791,0.9803317352730038,692,462,613
155799.63,0.166,0.514,0.32,116134.26,0,47,0.0245347880077155,0.201186879917946,0.0,0.0007164257255872,0.9992835742744128,675,509,618
163686.69,0.151,0.512,0.356,77326.55,0,62,0.0492267857144572,0.2013819216384235,0.0,0.0039779879198057,0.9960220120801944,744,497,644
200782.04,0.146,0.609,0.272,100489.75,0,77,0.1184066340519633,0.2010185625832712,0.0047006181560493,0.6545298112939616,0.3407695705499894,830,383,662
179088.1,0.161,0.547,0.26,182289.74,0,80,0.0549692360793908,0.1888867655823358,0.0002915053800345,0.0079524811534588,0.9917560134665064,802,486,674
146062.04,0.135,0.564,0.271,57553.87,1,55,0.0572023387494779,0.187287922116365,0.0001043617661301,0.0424775382076858,0.9574181000261844,640,456,559
178628.27,0.13,0.502,0.318,169027.84,0,48,0.0236985823523898,0.1966273540352343,0.0,0.000805434614439,0.9991945653855608,732,530,676
170349.73,0.156,0.565,0.217,99678.2,0,50,0.0209604956425573,0.1994136336310552,7.10641986329341e-05,0.0021411251164043,0.9977878106849628,788,517,668
226739.54,0.153,0.472,0.315,161053.26,1,70,0.0597445762673606,0.1741448758929846,0.0002085557841042,0.017478981777669,0.9823124624382262,631,469,559
188205.4,0.139,0.529,0.304,133556.63,0,40,0.0241553112758565,0.2040984628562985,2.426678287341314e-05,0.0008047610069839,0.9991709722101428,748,466,631
154754.98,0.154,0.628,0.27,138161.47,2,51,0.1702070606500631,0.1482579700372323,0.0137950714531882,0.921572524407032,0.0646324041397798,676,300,521
197853.83,0.125,0.476,0.3,44296.8,0,70,0.0289777199374573,0.1888149840253616,0.0,0.0051665236411027,0.9948334763588972,757,519,648
261885.55,0.167,0.565,0.379,103964.4,0,49,0.1109430257278624,0.1894116510783461,0.0007592861506522,0.5463300646588269,0.452910649190521,681,387,567
233762.16,0.123,0.475,0.323,223269.57,0,51,0.0246012237547642,0.178308506666875,0.0,0.0020888525689439,0.997911147431056,757,518,658
165579.67,0.167,0.538,0.299,54150.97,1,63,0.0712677289480943,0.1799893520689202,2.926528383667891e-05,0.0328065479112152,0.967164186804948,733,505,641
146420.48,0.18,0.581,0.289,99399.0,0,60,0.0539196690185962,0.2009655973764489,8.76968867236805e-05,0.0094659063783514,0.9904463967349248,701,438,580
154464.89,0.169,0.511,0.272,133529.77,3,49,0.0807476639004897,0.0910432275507176,0.0026106224855592,0.0615488583530277,0.9358405191614132,663,488,580
262010.19,0.173,0.498,0.275,203485.42,0,54,0.0257790285601233,0.1791544156781254,8.76968867236805e-05,0.0035382603542561,0.9963740427590202,776,503,660
257090.78,0.152,0.526,0.338,173317.88,1,81,0.1812465135482114,0.1711940862374152,0.0055810051074638,0.93007438542526,0.0643446094672763,650,363,544
258615.86,0.122,0.527,0.227,108666.48,0,82,0.0483316233436198,0.1960900930459578,0.0002281224163572,0.0064580476928544,0.9933138298907882,827,473,688
155661.14,0.125,0.46,0.355,143262.99,1,68,0.0522983829711055,0.1722752624345897,0.0001544131466576,0.0343845347204739,0.9654610521328684,713,467,601
261981.26,0.147,0.555,0.344,209045.18,1,61,0.1637968289890183,0.158911415609994,0.0055293480283552,0.9359586519685296,0.0585120000031151,670,353,545
202126.35,0.151,0.434,0.301,193783.69,1,40,0.0144612889240244,0.1600395092215107,0.0009738383209492,0.0102107887806546,0.988815372898396,657,454,556
143939.3,0.179,0.544,0.316,175976.87,2,48,0.0921666851943189,0.1360646336523783,0.001312526037733,0.0731658876392774,0.92552158632299,535,435,497
249307.05,0.125,0.538,0.238,140749.1,0,75,0.0482679010245191,0.1947870138885796,5.871252216390627e-05,0.005715416777817,0.9942258707000192,784,523,659
261173.79,0.133,0.51,0.302,101049.99,0,79,0.0694427843596969,0.1948278741060136,0.0002612608990418,0.0202237748666825,0.9795149642342756,744,518,649
154761.57,0.16,0.569,0.344,47587.48,0,66,0.0885149908055716,0.1946641760866291,2.477978569507526e-05,0.0144740559563686,0.9855011642579364,722,501,627
153899.4,0.127,0.539,0.324,160126.92,0,56,0.0420836866716814,0.195427401981487,0.0,0.0012989927374869,0.9987010072625132,761,478,624
260159.79,0.126,0.51,0.305,157311.05,0,54,0.0377179578077748,0.1928533417296683,0.0,0.0019297013457216,0.9980702986542784,732,490,652
164456.73,0.121,0.599,0.31,70656.49,0,52,0.0684600977763006,0.2073460091634942,0.0,0.0179216726235711,0.9820783273764288,709,492,603
150085.28,0.16,0.448,0.324,84299.02,0,55,0.0143791667938993,0.1872361960146698,0.0,0.0008528447236722,0.9991471552763278,776,498,668
251348.22,0.173,0.501,0.358,160410.43,0,46,0.0417709231783823,0.1839018216167575,0.0,0.0010991717980546,0.9989008282019451,730,575,677
260006.73,0.167,0.623,0.326,129261.98,0,53,0.1458256623778064,0.1912616352694505,0.0026336540201467,0.7041683710947104,0.2931979748851424,731,381,583
189284.36,0.18,0.484,0.262,151004.3,1,37,0.0161147549789031,0.1740682118861862,0.004738078296383,0.0125660887473493,0.9826958329562674,706,497,623
262061.06,0.167,0.628,0.305,57314.76,1,70,0.2933662824593013,0.1623443527606726,0.0072109565746126,0.9785775223833358,0.0142115210420518,727,315,571
180915.9,0.13,0.401,0.231,202640.34,0,61,0.0049893875092039,0.1825681964436177,8.781771205510368e-06,0.0012843297570394,0.9987068884717551,741,526,653
246854.99,0.159,0.544,0.318,214589.09,0,65,0.0763808728351371,0.1791203242638554,0.0,0.0102193475958745,0.9897806524041256,740,456,625
147439.21,0.153,0.555,0.298,70001.95,1,42,0.046851481567086,0.189747216601359,0.0002214343908904,0.0277151516443179,0.9720634139647916,724,480,619
223330.03,0.145,0.486,0.284,218570.53,0,83,0.0438447861511425,0.1815659746237296,0.0002915053800345,0.0048107211992506,0.9948977734207148,767,481,647
238954.39,0.168,0.487,0.339,192849.23,0,54,0.0355823640568829,0.1815268705699826,0.0,0.0013545596953601,0.99864544030464,759,507,683
252424.33,0.149,0.617,0.295,162119.61,1,67,0.228968433965622,0.1730348798794069,0.0067744212343909,0.955011906603648,0.0382136721619613,699,338,534
151533.32,0.134,0.568,0.311,72200.69,1,37,0.0539386509887938,0.1940973249749883,0.0002902820933876,0.0400641898276184,0.9596455280789936,639,460,550
144663.25,0.156,0.545,0.386,146162.24,2,42,0.1389595634873784,0.1439169971063392,0.0083426300054352,0.6347580731939672,0.3568992968005977,560,361,494
156903.02,0.122,0.518,0.227,194714.18,0,62,0.0172797095746081,0.1870802582345104,8.781771205510368e-06,0.0004204925026715,0.9995707257261228,809,486,711
249392.08,0.177,0.431,0.288,122922.3,2,68,0.0533709522254251,0.1118564606646604,0.0015975023459109,0.0509551855259465,0.9474473121281424,662,497,573
163343.52,0.138,0.481,0.253,194381.31,0,81,0.0238251117400382,0.1894702238843107,0.0002915053800345,0.0057837857156801,0.9939247089042852,805,510,708
237183.83,0.142,0.535,0.258,174347.39,0,54,0.030701971220243,0.1962756989742522,8.781771205510368e-06,0.0005370490466255,0.9994541691821688,763,525,675
149871.81,0.139,0.54,0.337,145676.83,0,79,0.082816016675125,0.1990848827260651,0.0001132209690657,0.0098435411992572,0.9900432378316768,739,468,619
149864.64,0.135,0.574,0.364,90299.04,1,37,0.0878074804229361,0.1949253838534937,0.0005262907481582,0.0596406006165671,0.9398331086352748,609,476,591
230750.5,0.15,0.608,0.335,267638.42,1,75,0.2997837806000433,0.146958810748133,0.0078488468475687,0.9761682427042048,0.0159829104482267,669,313,538
151979.6,0.129,0.505,0.291,117668.88,0,59,0.0232909429256544,0.2069911601008821,8.76968867236805e-05,0.0019900852388887,0.9979222178743876,793,501,643
251019.17,0.122,0.572,0.332,206622.96,0,69,0.1277641217709725,0.1847402342603288,0.0016383749830392,0.2955159190072646,0.7028457060096962,756,434,647
156036.42,0.124,0.503,0.355,39267.45,0,39,0.023690978237157,0.1858864310582657,0.0,0.0108643257880305,0.9891356742119696,731,510,631
248455.36,0.137,0.695,0.253,167431.11,1,44,0.2141897072565358,0.1690826752611145,0.0134612326457504,0.9144712171413863,0.0720675502128633,672,324,541
250066.58,0.13,0.479,0.34,219338.19,0,72,0.0542397814837879,0.1738299856127107,4.99307509583959e-05,0.0063319423477404,0.993618126901301,800,480,718
230179.47,0.123,0.51,0.336,140373.03,0,41,0.0310510381202898,0.1983788811690569,0.0,0.00299865670267,0.99700134329733,779,500,677
157067.37,0.167,0.509,0.289,45542.6,1,76,0.0640847924497847,0.1748552380201156,0.0002931071072507,0.0227294811732222,0.9769774117195268,751,502,648
148218.81,0.12,0.504,0.198,66901.17,1,57,0.0167319784079956,0.1768789317773493,2.8659309052615582e-05,0.0062328300789713,0.9937385106119764,662,495,588
179039.95,0.128,0.655,0.257,113543.42,0,44,0.0709936933678146,0.2035166886275778,0.0002804581205599,0.0881229291260651,0.9115966127533748,723,488,617
187596.91,0.12,0.462,0.27,47777.05,0,44,0.0092780096338863,0.1945637266495765,0.0001464876292845,0.0047979259827149,0.9950555863880004,767,527,641
236626.58,0.174,0.457,0.322,224067.9,0,67,0.0304604864356779,0.167443688378775,0.0,0.0021861548441392,0.9978138451558608,730,464,599
246926.83,0.147,0.485,0.285,82572.82,1,55,0.0398888322846239,0.1678164429348898,7.417563257989999e-05,0.0079684319712973,0.9919573923961226,633,465,550
216110.65,0.149,0.463,0.221,130871.54,0,72,0.0144731064515924,0.1934521304715006,8.781771205510368e-06,0.001219660154941,0.9987715580738536,822,468,678
244115.53,0.172,0.543,0.334,246841.96,0,70,0.0959247833178678,0.1686807933547652,0.0,0.0243081713609399,0.97569182863906,741,511,645
262336.32,0.13,0.521,0.238,211618.03,0,49,0.0215058766146849,0.1857406196062299,8.781771205510368e-06,0.000866726685843,0.9991244915429516,790,490,681
177925.58,0.154,0.524,0.225,65789.75,1,68,0.0395696980656943,0.174184559772501,9.418403707565216e-05,0.0108286033141545,0.98907721264877,700,509,603
146114.5,0.157,0.587,0.28,62718.72,0,59,0.0520989887442553,0.1984454229066022,8.76968867236805e-05,0.0138997397433525,0.9860125633699238,663,460,602
160167.81,0.133,0.459,0.282,123579.21,1,67,0.0278870811277208,0.180161384244432,8.862113746035465e-05,0.0082583367045234,0.9916530421580162,747,480,605
250037.95,0.125,0.649,0.342,124525.82,1,40,0.2383523677982553,0.1769072767891817,0.0030155958038052,0.9905785484796038,0.0064058557165912,735,341,595
169334.64,0.161,0.541,0.253,183219.78,1,54,0.040838404948407,0.1748388072954735,9.418403707565216e-05,0.0082204128520422,0.9916854031108824,662,473,604
209032.44,0.135,0.492,0.308,118746.77,0,45,0.0203293374428899,0.2011430336210534,0.0,0.0014280786638014,0.9985719213361988,720,486,610
158247.75,0.126,0.556,0.297,118808.78,0,80,0.0755338674790163,0.2064809220921061,0.000259123083915,0.0191082191364201,0.9806326577796648,767,496,660
151886.21,0.156,0.546,0.267,143955.0,0,84,0.0572218070445478,0.1971305648887732,0.0002915053800345,0.0082370660925006,0.9914714285274648,780,495,697
257434.24,0.16,0.52,0.334,283007.54,0,50,0.0479519024366353,0.1574589323135173,8.963649346972745e-05,0.0054513047654535,0.9944590587410768,716,469,588
232519.77,0.141,0.56,0.278,246749.69,1,73,0.1246751026242324,0.1517215898671395,0.0037929878422003,0.5402065766484179,0.4560004355093812,763,376,611
258279.82,0.143,0.568,0.29,249069.32,0,70,0.093147482797689,0.1714980998516842,0.0002642436644497,0.0358866012136207,0.9638491551219296,736,454,605
197519.77,0.174,0.497,0.258,136752.85,0,46,0.013749299826094,0.191166469206049,0.0001205029284878,0.0005150095754105,0.9993644874961016,798,503,649
154735.92,0.164,0.601,0.323,62429.23,0,75,0.1298577635758536,0.2009040935797194,0.0018033710751381,0.767772666370365,0.2304239625544966,764,367,585
152195.8,0.165,0.569,0.362,91001.57,0,45,0.0603520428828808,0.2042808499113814,2.477978569507526e-05,0.0088796153148039,0.9910956048995008,807,425,646
150357.83,0.151,0.479,0.398,112210.88,0,72,0.0590126391868912,0.1925515698838701,0.0,0.022962804292065,0.9770371957079348,771,444,636
171086.1,0.146,0.556,0.332,210425.86,0,64,0.0708974198963308,0.1813775226008933,0.0,0.0031146390048392,0.9968853609951608,731,483,641
151943.62,0.175,0.562,0.243,162798.54,2,84,0.1518031108806226,0.129844860015058,0.0180993604916211,0.7940714171204317,0.1878292223879472,631,331,494
155475.93,0.123,0.529,0.366,62504.41,2,56,0.1459917739554855,0.1472980653314747,0.0080685134194225,0.8125089951029506,0.1794224914776261,564,329,454
147373.81,0.124,0.526,0.3,43446.3,2,52,0.0747847130118515,0.1353159971439929,0.0009665127848475,0.0717673996947255,0.9272660875204272,538,476,510
256776.83,0.143,0.531,0.374,176845.0,1,75,0.2145406242384126,0.1699542443187867,0.0052497309006684,0.945266461401972,0.0494838076973589,699,300,545
155693.64,0.174,0.508,0.394,113252.53,1,81,0.1607589459673954,0.1834815497303983,0.00485687137998,0.9498820997801776,0.0452610288398425,646,342,521
226969.91,0.174,0.524,0.222,226174.67,0,45,0.0151342670887681,0.1708500054970167,0.0008404846829801,0.0001289230868901,0.9990305922301296,779,532,663
247703.9,0.15,0.569,0.218,127719.02,0,71,0.0517820908065408,0.1887871531543035,0.0001905961337413,0.0127726855029768,0.987036718363282,803,481,634
199240.64,0.179,0.551,0.28,192345.93,0,71,0.0584267396162995,0.1793422427374664,8.76968867236805e-05,0.0060667176333832,0.9938455854798928,781,456,661
189545.19,0.122,0.595,0.425,41266.27,0,58,0.1989107160717336,0.1782042081396115,0.0024407961119076,0.9749794118631616,0.0225797920249303,611,345,512
163033.92,0.111,0.629,0.34,34921.37,0,35,0.0787851804524345,0.1892240588369058,1.84791716615172e-05,0.0557690637864498,0.9442124570418888,716,458,641
160195.11,0.131,0.63,0.412,191932.68,0,71,0.2943331329145168,0.1746825933428972,0.0059512565764776,0.9805269549707014,0.0135217884528207,701,321,541
116375.84,0.122,0.623,0.307,82671.87,1,34,0.07692862579968,0.1884284408656298,0.0003316761905042,0.1823579434321116,0.817310380377384,613,495,569
190535.09,0.116,0.722,0.309,142407.3,0,62,0.3074925152134041,0.1981152626132065,0.0181362823381366,0.9346384148844812,0.0472253027773816,723,314,577
205341.16,0.147,0.669,0.368,92056.21,2,70,0.6134680770749549,0.1523077393748915,0.9376435183678956,0.0611749865659173,0.0011814950661869,552,300,472
121416.16,0.111,0.581,0.333,136743.15,1,50,0.0910491831273833,0.1892753994927744,0.0002343087817624,0.0497520805052659,0.9500136107129714,648,484,571
144068.51,0.115,0.675,0.315,46529.44,2,27,0.2093119464584595,0.142368692865386,0.0095778489147565,0.9812358017378584,0.0091863493473846,520,339,457
125828.6,0.104,0.641,0.361,89323.41,0,56,0.1503072087480225,0.1999068073483869,0.0008553988304755,0.9628032337358906,0.0363413674336331,659,334,514
207277.8,0.101,0.586,0.409,199930.67,0,25,0.0800206868384649,0.1791212004489221,0.000133144261975,0.0390641294098491,0.9608027263281756,702,500,604
125068.23,0.104,0.536,0.333,85151.89,0,54,0.0371469815888955,0.1967229666885432,2.3519741641845677e-05,0.0060349589111131,0.9939415213472448,701,504,594
200080.85,0.102,0.702,0.349,124780.9,0,26,0.165758251566841,0.1967120078757195,0.0054005694854604,0.9430695456279976,0.0515298848865413,687,345,526
146774.7,0.143,0.68,0.307,55160.94,0,52,0.1459371088694594,0.1974599751507049,0.0017481732993451,0.8941003314387855,0.1041514952618686,669,355,555
124536.59,0.133,0.636,0.377,126005.12,0,38,0.1056434241819283,0.1952385467159705,0.0008359997617491,0.6246362902662881,0.3745277099719617,656,367,549
124202.11,0.121,0.632,0.319,153385.76,0,62,0.1141352945789357,0.1969146598238226,0.0027213075645182,0.5694890152337476,0.427789677201734,665,387,568
134411.43,0.114,0.678,0.405,126169.48,1,49,0.3733996211519111,0.1787142070288548,0.0175885452073496,0.9813127332433416,0.0010987215493087,514,300,424
114595.97,0.145,0.576,0.361,49456.76,0,31,0.0390998063923292,0.1918404018174854,2.477978569507526e-05,0.0128272222123014,0.9871479980020036,640,479,588
139066.42,0.141,0.669,0.395,114272.97,0,43,0.1975678606660765,0.1962005715470696,0.0013659535883886,0.9838329278318932,0.0148011185797176,708,344,597
146741.37,0.137,0.521,0.263,68900.08,0,32,0.0106232249946983,0.1988794378986357,0.000539205841807,0.0049497472439964,0.9945110469141965,724,437,628
167195.13,0.123,0.609,0.397,160371.97,0,65,0.2009937967476542,0.1920806413468793,0.004796061529756,0.973953094797446,0.0212508436727977,778,363,595
208717.87,0.143,0.575,0.398,84876.56,0,66,0.1725024857730934,0.1933103275119509,0.0027193024699084,0.967239735217466,0.0300409623126255,754,360,623
141834.31,0.105,0.657,0.273,136437.23,1,61,0.1737193116026893,0.1860672411701038,0.0067802459579596,0.9408268181414728,0.0523929359005678,693,416,586
155041.19,0.107,0.581,0.4,70347.27,0,68,0.1609990660433823,0.1962664919148828,0.0030514683642012,0.9662136091031104,0.0307349225326881,724,340,565
191041.96,0.13,0.581,0.286,110308.9,1,64,0.114355864486145,0.1941659890331602,0.0028157553216523,0.5704054002090603,0.4267788444692869,712,386,611
158089.82,0.133,0.636,0.327,87081.76,0,35,0.0750877521421295,0.2058719390329081,0.0,0.0207962708355486,0.9792037291644512,773,512,682
168306.53,0.145,0.63,0.232,127619.89,1,28,0.0474669028506818,0.1844617458023293,0.0028639647787495,0.1907236324592125,0.8064124027620383,720,508,641
195067.17,0.132,0.655,0.318,186821.89,2,53,0.3472060810193583,0.1420414226752713,0.0228189835184873,0.9688396411677556,0.0083413753137573,528,333,447
189231.38,0.128,0.669,0.472,98087.24,0,37,0.3355653860244157,0.174456221793176,0.0115865608949044,0.9734080564095764,0.0150053826955188,660,320,532
201747.14,0.134,0.679,0.286,47722.48,0,70,0.2221852796334961,0.1920275881444166,0.0041406661452714,0.9183345288026749,0.0775248050520539,740,322,548
157141.37,0.116,0.667,0.336,58234.34,0,57,0.1839502765036793,0.2014869140558149,0.0014263579706581,0.9837657853377684,0.0148078566915734,710,319,564
152565.73,0.109,0.589,0.353,86998.07,0,24,0.0411577319198839,0.2063845622329976,7.95609914083929e-05,0.0118694727215548,0.9880509662870364,786,450,658
120273.12,0.12,0.624,0.341,63731.85,0,40,0.0722058929821725,0.198724096919262,0.0,0.0263344343694573,0.9736655656305426,695,516,618
120398.26,0.147,0.653,0.369,111985.71,1,24,0.1363537400555649,0.1888138353436004,0.0026625010749424,0.8701980208708672,0.12713947805419,541,365,485
188107.48,0.128,0.64,0.352,201792.75,1,37,0.179874465022514,0.1732139227602406,0.0026363601155143,0.990664232966646,0.0066994069178399,700,341,544
190365.74,0.134,0.63,0.404,154287.07,1,47,0.2878500033161761,0.179103345020837,0.0044518689986735,0.9925924639572488,0.0029556670440777,658,396,597
