avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths,RuleBasedCreditScore
240391.35,0.139,0.497,0.305,56524.18,1,79,749
219905.96,0.159,0.578,0.215,236639.2,2,75,693
183005.48,0.18,0.532,0.319,55653.02,0,69,735
148305.74,0.149,0.48,0.316,181470.95,0,81,706
259831.88,0.136,0.536,0.225,289624.81,0,58,791
152281.83,0.152,0.599,0.239,166002.47,0,49,739
258155.0,0.131,0.563,0.309,256685.96,0,38,792
192826.79,0.177,0.56,0.273,66630.85,1,53,728
239603.41,0.133,0.507,0.348,274290.44,0,46,742
244474.19,0.147,0.605,0.329,202366.62,0,78,716
169101.95,0.17,0.496,0.356,129220.79,0,79,751
151863.0,0.152,0.492,0.33,146588.39,1,36,703
237895.9,0.175,0.545,0.326,100024.58,1,79,651
143110.15,0.127,0.514,0.35,126200.47,0,42,655
159949.74,0.139,0.481,0.293,50909.22,0,74,795
155106.64,0.161,0.568,0.327,107199.52,0,69,787
196207.88,0.171,0.433,0.261,106589.29,1,76,729
244011.41,0.134,0.585,0.288,108206.86,0,46,769
261825.17,0.166,0.511,0.219,63350.46,1,81,694
216564.13,0.164,0.51,0.351,180959.03,0,58,721
199902.15,0.125,0.587,0.373,71552.48,0,45,798
144480.11,0.176,0.485,0.357,46674.95,1,49,600
254893.54,0.164,0.513,0.368,48953.66,0,68,725
243195.95,0.162,0.517,0.21,244513.06,0,39,788
250229.27,0.13,0.542,0.245,250028.27,0,78,809
180300.97,0.141,0.538,0.396,36336.58,0,42,723
152792.44,0.144,0.549,0.286,31602.93,0,44,728
258111.49,0.149,0.491,0.319,272422.68,0,51,768
252579.01,0.177,0.538,0.207,274657.46,0,77,793
249130.87,0.18,0.542,0.258,297761.83,1,40,680
252897.87,0.131,0.455,0.191,139015.78,1,83,723
155147.44,0.141,0.45,0.288,99647.13,0,73,780
185201.41,0.149,0.564,0.354,147653.48,0,46,802
156649.7,0.146,0.585,0.271,51508.41,1,69,726
256090.78,0.141,0.569,0.401,271500.11,2,39,523
255640.48,0.178,0.533,0.284,156183.34,1,38,752
186278.13,0.172,0.547,0.191,100362.43,0,52,803
248298.06,0.174,0.507,0.297,234437.43,0,51,773
192304.33,0.151,0.571,0.245,191225.81,4,63,590
252649.66,0.164,0.539,0.392,146452.1,1,40,658
147932.54,0.172,0.584,0.372,115702.08,1,46,602
241438.11,0.168,0.556,0.243,197391.46,0,54,802
152854.75,0.136,0.504,0.386,158217.44,1,66,694
262248.9,0.171,0.518,0.328,172983.89,1,60,729
146524.95,0.151,0.546,0.259,93921.03,2,56,587
208263.88,0.175,0.485,0.269,200785.96,0,81,784
171138.84,0.15,0.471,0.285,96279.01,0,77,804
210498.01,0.157,0.543,0.288,129722.31,0,57,754
161522.47,0.12,0.527,0.267,60150.87,1,46,695
259300.49,0.124,0.524,0.268,165174.93,0,84,786
229916.45,0.147,0.601,0.323,228264.86,0,42,766
223805.71,0.144,0.532,0.346,120183.9,0,80,766
242804.26,0.163,0.477,0.301,109844.18,0,79,765
235403.53,0.158,0.54,0.344,120687.72,0,68,752
172307.88,0.163,0.488,0.3,75125.56,0,66,811
193393.69,0.176,0.489,0.304,207369.78,1,41,745
257944.66,0.129,0.466,0.208,101493.58,1,50,764
244727.27,0.121,0.503,0.335,103653.23,0,36,765
187342.01,0.134,0.504,0.222,95918.78,1,82,708
156119.45,0.139,0.446,0.339,114026.8,0,54,764
238149.01,0.165,0.611,0.379,150325.85,0,68,779
155567.01,0.121,0.531,0.27,42138.74,0,81,761
204319.18,0.168,0.624,0.358,59306.76,2,41,514
258784.27,0.13,0.461,0.324,200304.06,4,72,553
166040.72,0.12,0.543,0.308,142082.42,2,60,639
156887.27,0.169,0.543,0.363,53244.89,1,56,754
155210.78,0.174,0.524,0.195,32908.26,0,42,746
170207.95,0.166,0.511,0.274,147218.73,0,80,759
150387.31,0.132,0.534,0.221,70451.39,1,71,666
219666.65,0.151,0.634,0.31,205657.12,3,62,570
154702.05,0.164,0.472,0.278,151614.49,0,69,786
245239.36,0.161,0.572,0.319,199963.0,0,67,743
225559.68,0.149,0.568,0.324,234119.73,1,67,663
173582.2,0.123,0.496,0.431,199156.72,0,39,671
154959.88,0.159,0.569,0.306,75422.79,1,70,673
149260.29,0.177,0.443,0.327,67638.52,1,67,660
147434.94,0.147,0.506,0.317,150345.53,0,84,663
193679.22,0.152,0.496,0.293,183737.95,1,76,727
149443.48,0.169,0.501,0.282,103737.63,0,67,725
240118.49,0.13,0.569,0.363,178352.83,0,76,791
258000.21,0.136,0.618,0.362,205693.11,0,59,736
251197.27,0.163,0.562,0.353,162989.35,0,55,744
186822.65,0.141,0.531,0.238,62959.65,0,46,751
256665.11,0.142,0.628,0.238,105522.96,1,51,696
172122.7,0.161,0.517,0.283,152866.17,0,78,783
251425.08,0.145,0.501,0.338,192547.79,0,54,689
148384.9,0.175,0.542,0.358,68036.05,0,56,671
212701.74,0.143,0.503,0.225,116877.93,0,78,783
237130.05,0.161,0.478,0.352,246557.63,1,43,673
155240.75,0.152,0.518,0.258,128252.8,0,50,758
232469.32,0.121,0.488,0.268,188121.08,0,56,791
240428.35,0.139,0.465,0.345,237574.59,1,40,687
149160.52,0.122,0.585,0.311,88894.73,1,72,656
249498.7,0.176,0.441,0.258,186331.81,1,47,722
213694.38,0.122,0.502,0.232,149334.07,0,46,786
249491.98,0.125,0.513,0.285,173019.12,0,77,795
255193.54,0.137,0.564,0.322,197524.31,1,76,726
150054.99,0.135,0.419,0.35,161436.74,0,52,754
160093.04,0.14,0.621,0.294,135190.89,1,40,729
157488.07,0.179,0.523,0.304,144884.78,0,74,761
246096.68,0.175,0.535,0.351,127489.0,1,48,674
256071.88,0.128,0.602,0.314,220209.0,0,78,765
249766.14,0.161,0.57,0.275,118941.46,0,77,831
260781.05,0.14,0.59,0.266,212029.24,0,59,769
153746.83,0.141,0.596,0.314,147655.91,0,61,755
256752.8,0.131,0.596,0.32,160755.6,0,76,760
153027.39,0.169,0.55,0.269,158294.9,0,82,805
152349.44,0.158,0.554,0.314,90996.65,0,64,796
261377.63,0.154,0.593,0.325,51930.45,0,38,766
255087.31,0.167,0.496,0.231,186462.18,0,57,800
260631.26,0.133,0.484,0.282,207274.62,0,69,796
218077.66,0.14,0.489,0.322,76719.86,1,49,599
240228.32,0.133,0.505,0.421,89411.6,0,84,660
201613.38,0.149,0.497,0.31,160220.05,0,46,778
238629.35,0.155,0.553,0.231,181738.06,1,45,738
250738.03,0.16,0.496,0.248,121990.14,0,61,791
246935.33,0.128,0.521,0.24,294907.04,0,84,808
241409.44,0.134,0.502,0.356,107219.54,1,83,670
206889.63,0.134,0.558,0.307,220036.94,0,75,740
151337.36,0.147,0.502,0.349,54217.33,1,67,697
146187.46,0.14,0.493,0.33,72782.87,2,54,507
146231.05,0.137,0.512,0.234,77094.69,0,47,680
148699.43,0.169,0.518,0.271,89897.24,0,73,687
206467.8,0.155,0.502,0.348,195960.81,0,58,732
184293.42,0.129,0.481,0.291,110502.74,0,42,826
192954.73,0.132,0.561,0.358,183055.56,0,48,680
205189.01,0.125,0.554,0.205,68069.75,0,57,809
174375.25,0.143,0.498,0.387,103649.65,0,75,755
253201.0,0.162,0.497,0.357,136203.37,0,71,757
250413.96,0.176,0.525,0.316,84577.45,1,51,659
239936.33,0.16,0.543,0.326,132094.35,1,82,693
159180.17,0.175,0.537,0.244,45879.3,0,64,762
198600.22,0.132,0.456,0.315,183040.38,1,58,664
254818.01,0.168,0.57,0.307,157031.23,0,40,714
248492.66,0.128,0.501,0.3,84577.4,1,73,687
146069.5,0.131,0.512,0.313,71960.32,0,44,655
148974.18,0.121,0.52,0.242,125018.33,0,53,726
210169.97,0.157,0.462,0.368,182178.26,1,66,705
143095.92,0.129,0.569,0.32,69967.94,0,41,639
146483.13,0.121,0.539,0.292,135061.17,0,50,711
148414.01,0.128,0.49,0.369,131537.46,0,77,713
219630.92,0.147,0.506,0.308,220201.27,0,46,765
260530.98,0.17,0.535,0.303,143787.3,1,81,667
156656.44,0.171,0.541,0.301,181071.59,0,54,763
156552.51,0.125,0.553,0.288,74112.37,0,56,761
211314.92,0.174,0.497,0.359,101876.81,0,56,755
226424.56,0.163,0.6,0.231,254462.63,2,69,683
153867.79,0.163,0.547,0.257,137499.37,1,84,759
242795.13,0.168,0.591,0.348,267657.65,1,58,675
172286.43,0.135,0.496,0.284,149116.5,0,53,769
260433.46,0.173,0.476,0.309,249205.33,0,42,745
150852.72,0.147,0.574,0.284,109750.59,0,62,784
153181.75,0.149,0.608,0.282,154690.24,0,59,772
194781.46,0.121,0.481,0.266,183093.39,0,36,799
249698.17,0.139,0.494,0.297,123552.16,0,71,799
250531.39,0.165,0.504,0.293,135564.86,0,63,816
152423.24,0.149,0.471,0.335,52887.72,0,67,724
178564.34,0.171,0.46,0.302,45230.89,0,77,735
228011.04,0.156,0.447,0.336,172492.57,0,82,766
142886.21,0.137,0.568,0.338,126342.94,2,49,515
203054.89,0.161,0.53,0.417,184355.8,0,77,667
252606.64,0.137,0.465,0.398,94625.03,1,55,694
233815.93,0.141,0.544,0.322,121442.03,0,47,770
155507.28,0.135,0.46,0.338,164120.85,0,80,811
249858.35,0.129,0.484,0.305,115555.07,0,51,753
198148.91,0.123,0.451,0.282,182974.38,1,36,709
218540.41,0.127,0.586,0.233,140909.81,1,41,731
225002.87,0.17,0.523,0.221,154926.45,2,43,608
148401.03,0.157,0.578,0.328,161991.54,1,73,633
156014.51,0.133,0.568,0.445,99280.77,0,62,662
198652.35,0.16,0.491,0.225,212156.5,1,40,720
244310.46,0.167,0.53,0.356,278847.81,0,55,737
183743.7,0.12,0.508,0.269,140916.2,2,36,547
171973.39,0.179,0.503,0.265,143624.28,0,66,807
253535.01,0.157,0.444,0.196,204117.8,1,52,715
244495.24,0.175,0.546,0.238,212159.61,2,81,688
248117.2,0.142,0.508,0.29,205659.07,0,69,819
155896.44,0.164,0.567,0.27,38809.22,0,65,742
144970.5,0.128,0.457,0.335,152871.9,0,74,696
151210.84,0.14,0.587,0.322,46776.48,0,46,675
241939.07,0.146,0.504,0.292,118951.09,0,75,782
259836.63,0.173,0.54,0.342,122514.58,0,74,758
151742.04,0.138,0.58,0.349,63822.63,1,48,691
147683.01,0.145,0.575,0.314,89396.74,1,65,634
220244.2,0.154,0.486,0.333,177044.55,0,56,735
161777.18,0.154,0.558,0.29,37243.4,0,64,764
250874.65,0.148,0.594,0.351,137084.38,0,45,743
179621.98,0.144,0.524,0.283,172327.65,1,41,680
244203.33,0.168,0.59,0.278,106740.73,1,80,794
237577.59,0.148,0.518,0.245,219486.51,0,75,773
190262.57,0.137,0.548,0.291,209680.0,1,83,712
220932.4,0.136,0.568,0.342,54033.04,1,47,674
244893.32,0.137,0.592,0.348,79344.63,0,69,764
211319.68,0.155,0.522,0.321,169678.52,1,49,703
143716.05,0.125,0.58,0.335,128102.78,0,79,693
157130.27,0.148,0.484,0.404,62465.65,1,76,649
262143.53,0.138,0.523,0.272,282361.72,0,52,743
252849.52,0.166,0.544,0.36,215823.76,0,43,765
232731.8,0.158,0.449,0.334,137994.89,1,81,718
212396.71,0.134,0.524,0.249,68209.16,1,79,730
156830.16,0.171,0.438,0.367,73080.74,0,78,721
147698.83,0.138,0.566,0.319,52342.91,0,45,671
258997.23,0.153,0.531,0.394,100564.79,1,53,680
201209.22,0.159,0.537,0.266,178413.9,1,53,689
247133.56,0.176,0.559,0.244,263543.15,0,50,825
243347.64,0.133,0.612,0.255,213844.39,0,76,779
153124.95,0.165,0.578,0.271,56052.88,1,77,685
191245.68,0.176,0.57,0.221,84083.84,0,65,813
246499.14,0.15,0.54,0.372,234482.81,0,43,726
254041.97,0.15,0.563,0.275,202693.82,0,60,746
249851.04,0.147,0.58,0.281,113930.78,0,66,783
236445.18,0.141,0.51,0.297,98005.49,1,83,722
205181.28,0.142,0.507,0.288,213878.2,0,66,781
237534.4,0.163,0.495,0.301,129091.27,0,51,779
156260.09,0.132,0.569,0.298,133210.24,1,59,704
235980.63,0.167,0.551,0.31,126926.31,0,48,772
144919.29,0.149,0.58,0.346,56934.2,0,71,664
193102.74,0.158,0.511,0.262,178550.29,1,78,716
226939.84,0.128,0.571,0.226,236660.6,1,38,726
239854.98,0.121,0.587,0.247,275146.83,0,77,739
212283.2,0.12,0.544,0.306,163490.21,0,84,762
244126.86,0.169,0.56,0.275,309981.42,0,60,819
242340.46,0.175,0.606,0.294,193406.01,0,82,786
156087.24,0.137,0.54,0.335,94249.15,1,41,707
183766.56,0.123,0.522,0.271,217926.57,0,73,785
150780.37,0.165,0.558,0.338,169215.81,1,60,720
247534.64,0.145,0.5,0.286,141133.43,1,73,774
205192.84,0.13,0.537,0.367,98655.21,0,47,762
211260.57,0.178,0.459,0.269,77378.65,0,40,775
175815.27,0.122,0.501,0.232,174353.72,0,79,816
255176.2,0.133,0.537,0.25,93714.44,1,73,737
165200.83,0.133,0.497,0.296,63758.59,0,69,798
154883.83,0.155,0.533,0.264,65059.96,0,42,790
178367.16,0.148,0.504,0.352,43004.52,1,70,690
155791.54,0.141,0.504,0.336,102438.31,1,48,649
259960.14,0.127,0.496,0.323,55258.91,1,74,678
201816.47,0.16,0.524,0.288,151489.75,1,57,743
202439.43,0.175,0.578,0.271,155336.84,1,79,707
172255.44,0.136,0.501,0.231,144768.91,0,68,795
243685.49,0.142,0.44,0.311,167449.15,0,50,751
251278.5,0.167,0.518,0.35,142188.68,0,37,746
250304.71,0.178,0.524,0.292,78995.14,0,83,783
143642.73,0.127,0.515,0.248,82933.23,1,55,666
224892.09,0.178,0.452,0.233,248908.58,0,61,805
256007.53,0.172,0.541,0.312,141755.25,0,41,758
174623.97,0.123,0.559,0.262,75543.13,0,68,795
244559.89,0.144,0.599,0.378,56916.8,0,74,748
241364.66,0.141,0.581,0.385,104266.79,1,82,714
143893.12,0.147,0.508,0.213,91744.33,0,82,652
171538.54,0.146,0.573,0.293,152214.27,0,76,770
247881.14,0.143,0.479,0.324,286954.53,0,71,758
152041.45,0.126,0.479,0.406,88808.88,0,76,735
232570.49,0.143,0.516,0.407,160198.47,0,40,656
149722.79,0.125,0.573,0.218,108334.21,1,74,677
186442.55,0.172,0.533,0.36,107320.34,0,66,776
230328.02,0.164,0.451,0.263,181838.99,0,68,815
247095.48,0.15,0.514,0.299,92480.61,0,62,783
244188.12,0.139,0.597,0.321,91438.78,0,75,768
163271.14,0.145,0.447,0.368,34299.9,2,59,626
234881.76,0.178,0.59,0.271,85087.25,0,70,791
234555.34,0.156,0.568,0.363,302282.18,0,45,753
217402.17,0.164,0.577,0.314,242648.73,1,76,707
156424.65,0.126,0.424,0.252,153244.04,0,64,790
154014.29,0.156,0.597,0.312,60420.92,1,57,697
146839.19,0.134,0.48,0.367,47120.6,0,69,662
154132.94,0.123,0.508,0.319,48143.91,0,58,706
154049.87,0.134,0.419,0.251,115428.51,2,40,621
153278.68,0.155,0.557,0.218,115423.37,0,61,831
146411.43,0.121,0.621,0.382,151915.34,0,48,668
154016.83,0.141,0.62,0.386,149578.27,1,36,709
176656.47,0.129,0.52,0.34,59612.31,0,70,744
246327.16,0.159,0.499,0.275,98780.74,0,71,787
162765.53,0.158,0.493,0.283,203868.98,2,51,644
151443.95,0.127,0.459,0.313,70378.25,0,61,732
248865.02,0.153,0.573,0.245,313612.67,0,74,800
240385.94,0.124,0.596,0.195,136825.49,0,75,832
153956.7,0.179,0.469,0.29,150940.37,0,37,771
255756.95,0.153,0.503,0.29,122104.26,0,55,776
155264.87,0.151,0.619,0.273,167926.28,0,49,781
158995.96,0.125,0.583,0.275,173687.64,1,50,758
188672.05,0.144,0.62,0.29,59113.13,0,76,759
253741.5,0.175,0.621,0.278,274484.74,0,66,778
193152.15,0.166,0.623,0.3,187135.18,0,51,784
225998.45,0.13,0.519,0.331,108614.48,0,70,782
214938.05,0.172,0.546,0.256,93752.11,0,53,767
241347.6,0.15,0.572,0.261,309037.38,0,83,816
256987.42,0.146,0.536,0.344,191176.71,0,57,739
239046.57,0.166,0.558,0.334,301777.19,0,81,734
151654.25,0.178,0.522,0.347,81762.94,0,40,685
257882.66,0.172,0.506,0.321,178791.86,0,74,740
250809.52,0.143,0.607,0.221,215896.23,2,47,633
200434.44,0.161,0.512,0.32,72856.16,1,62,660
241906.46,0.178,0.476,0.215,232940.35,1,55,739
241655.36,0.145,0.53,0.421,222481.67,0,37,668
259534.56,0.133,0.523,0.287,232996.57,0,55,788
149269.35,0.174,0.529,0.304,74237.82,1,57,627
253238.84,0.159,0.476,0.279,100296.05,2,74,747
152000.83,0.172,0.57,0.222,160539.92,0,66,778
146775.77,0.123,0.566,0.28,173831.54,1,45,659
149536.6,0.129,0.537,0.363,84207.59,0,54,663
196797.24,0.161,0.582,0.268,40934.13,0,45,740
220286.27,0.132,0.504,0.273,153747.85,0,81,772
186541.03,0.15,0.602,0.305,139291.45,2,36,571
214548.38,0.128,0.471,0.223,195352.88,0,61,792
179482.65,0.156,0.509,0.284,177437.02,1,45,735
220039.08,0.123,0.475,0.334,152030.63,0,45,759
153622.8,0.132,0.474,0.231,39619.22,0,49,743
156931.19,0.158,0.582,0.289,151495.49,0,45,777
156343.39,0.132,0.573,0.232,171889.71,0,49,769
146223.33,0.138,0.494,0.286,108385.73,0,40,752
261387.63,0.127,0.449,0.269,122135.71,1,37,738
192937.26,0.157,0.494,0.306,174855.12,0,80,795
202605.0,0.161,0.507,0.248,45191.49,0,84,767
146397.14,0.169,0.578,0.271,60884.89,0,54,692
177575.79,0.13,0.485,0.318,58472.48,0,68,773
248662.34,0.176,0.493,0.267,210657.33,1,48,765
242586.23,0.155,0.597,0.217,84055.68,0,76,802
256644.59,0.135,0.518,0.267,82168.12,1,36,732
154813.74,0.12,0.497,0.288,36419.64,1,39,664
240805.86,0.148,0.541,0.258,279044.57,0,69,812
185313.98,0.159,0.556,0.295,164351.02,0,37,771
225049.76,0.127,0.541,0.344,188453.34,0,42,738
154008.3,0.157,0.582,0.299,148736.98,0,72,800
153854.59,0.169,0.543,0.3,154468.88,1,57,692
221852.76,0.179,0.378,0.309,233134.35,0,81,741
191019.96,0.159,0.51,0.308,137759.78,1,73,692
221197.45,0.138,0.495,0.284,93472.71,1,46,657
143777.54,0.143,0.498,0.365,48760.49,0,64,673
202327.33,0.135,0.556,0.348,71376.5,3,43,616
153744.79,0.153,0.459,0.26,163179.69,2,43,589
250357.65,0.172,0.549,0.295,244769.0,0,46,746
169057.81,0.142,0.505,0.281,151061.05,0,82,796
227966.85,0.179,0.55,0.275,219386.29,1,79,712
210069.81,0.132,0.438,0.343,77407.05,0,39,761
251894.19,0.177,0.596,0.331,82456.69,0,70,750
155771.5,0.126,0.589,0.316,44334.37,0,65,717
260632.06,0.149,0.47,0.23,156709.83,1,76,758
146260.57,0.139,0.575,0.374,74904.85,1,48,543
143910.23,0.164,0.553,0.287,39989.55,0,59,658
250210.94,0.121,0.453,0.349,192559.95,1,43,711
148110.77,0.17,0.56,0.269,161957.82,0,55,723
156471.48,0.165,0.593,0.178,78356.16,0,57,769
186767.09,0.151,0.516,0.267,119617.09,0,54,775
143297.57,0.128,0.585,0.285,92873.94,1,45,623
203500.17,0.165,0.499,0.263,86551.35,1,74,758
150444.51,0.13,0.523,0.292,142466.41,0,52,762
201116.52,0.159,0.496,0.262,81618.7,2,37,662
255818.19,0.163,0.56,0.317,157326.9,1,80,738
178401.97,0.164,0.565,0.396,191866.97,2,56,582
246010.01,0.167,0.6,0.289,248476.39,0,83,795
189562.6,0.175,0.608,0.257,191487.07,0,58,757
148676.72,0.174,0.608,0.265,67553.69,1,69,650
233288.22,0.125,0.579,0.248,189961.91,1,50,700
178823.02,0.139,0.562,0.29,203916.53,0,57,774
246988.2,0.164,0.514,0.232,81029.81,0,62,797
216265.39,0.12,0.552,0.355,210992.07,1,67,628
147878.98,0.12,0.485,0.318,64359.85,0,64,724
255888.7,0.166,0.553,0.353,84481.15,1,60,691
256888.91,0.171,0.504,0.274,60287.32,0,68,787
240092.85,0.142,0.505,0.267,120500.12,1,78,703
157307.2,0.134,0.598,0.253,85073.3,0,70,749
209627.81,0.157,0.471,0.316,181716.55,0,38,784
172059.75,0.149,0.595,0.242,149568.96,2,67,650
155602.29,0.141,0.541,0.265,72834.91,0,82,738
151414.53,0.128,0.497,0.283,145222.03,0,64,831
178387.26,0.133,0.462,0.301,122681.18,0,82,750
150788.45,0.169,0.575,0.355,71650.17,2,46,600
242254.09,0.131,0.526,0.337,252784.14,3,64,618
206444.53,0.121,0.424,0.277,219955.2,1,42,732
144946.82,0.176,0.464,0.294,60966.55,0,48,730
144587.72,0.18,0.553,0.314,88784.13,0,64,710
260609.74,0.176,0.507,0.368,239563.94,1,68,720
156144.18,0.154,0.558,0.422,147331.66,1,45,590
146277.24,0.143,0.546,0.272,120628.29,1,69,656
253112.56,0.155,0.577,0.281,247301.22,1,48,776
154773.3,0.173,0.555,0.342,46287.8,0,47,773
240776.9,0.156,0.626,0.243,234342.94,1,76,714
185356.94,0.145,0.507,0.357,189893.85,0,79,771
253263.83,0.145,0.568,0.337,327545.58,0,80,726
172996.2,0.149,0.58,0.407,142193.62,0,64,626
258894.73,0.149,0.662,0.287,157795.26,0,71,788
185164.31,0.126,0.476,0.23,168823.09,1,60,689
170798.29,0.146,0.483,0.351,169776.61,0,70,737
235656.55,0.161,0.478,0.287,253176.58,0,63,787
237593.42,0.155,0.548,0.24,148412.34,2,49,650
162938.2,0.133,0.546,0.248,34080.02,1,65,709
155799.63,0.166,0.514,0.32,116134.26,0,47,741
163686.69,0.151,0.512,0.356,77326.55,0,62,766
200782.04,0.146,0.609,0.272,100489.75,0,77,797
179088.1,0.161,0.547,0.26,182289.74,0,80,801
146062.04,0.135,0.564,0.271,57553.87,1,55,650
178628.27,0.13,0.502,0.318,169027.84,0,48,703
170349.73,0.156,0.565,0.217,99678.2,0,50,785
226739.54,0.153,0.472,0.315,161053.26,1,70,718
188205.4,0.139,0.529,0.304,133556.63,0,40,776
154754.98,0.154,0.628,0.27,138161.47,2,51,586
197853.83,0.125,0.476,0.3,44296.8,0,70,753
261885.55,0.167,0.565,0.379,103964.4,0,49,765
233762.16,0.123,0.475,0.323,223269.57,0,51,738
165579.67,0.167,0.538,0.299,54150.97,1,63,718
146420.48,0.18,0.581,0.289,99399.0,0,60,775
154464.89,0.169,0.511,0.272,133529.77,3,49,677
262010.19,0.173,0.498,0.275,203485.42,0,54,780
257090.78,0.152,0.526,0.338,173317.88,1,81,651
258615.86,0.122,0.527,0.227,108666.48,0,82,776
155661.14,0.125,0.46,0.355,143262.99,1,68,726
261981.26,0.147,0.555,0.344,209045.18,1,61,711
202126.35,0.151,0.434,0.301,193783.69,1,40,701
143939.3,0.179,0.544,0.316,175976.87,2,48,550
249307.05,0.125,0.538,0.238,140749.1,0,75,796
261173.79,0.133,0.51,0.302,101049.99,0,79,781
154761.57,0.16,0.569,0.344,47587.48,0,66,685
153899.4,0.127,0.539,0.324,160126.92,0,56,732
260159.79,0.126,0.51,0.305,157311.05,0,54,733
164456.73,0.121,0.599,0.31,70656.49,0,52,712
150085.28,0.16,0.448,0.324,84299.02,0,55,722
251348.22,0.173,0.501,0.358,160410.43,0,46,742
260006.73,0.167,0.623,0.326,129261.98,0,53,745
189284.36,0.18,0.484,0.262,151004.3,1,37,731
262061.06,0.167,0.628,0.305,57314.76,1,70,702
180915.9,0.13,0.401,0.231,202640.34,0,61,815
246854.99,0.159,0.544,0.318,214589.09,0,65,772
147439.21,0.153,0.555,0.298,70001.95,1,42,617
223330.03,0.145,0.486,0.284,218570.53,0,83,833
238954.39,0.168,0.487,0.339,192849.23,0,54,784
252424.33,0.149,0.617,0.295,162119.61,1,67,771
151533.32,0.134,0.568,0.311,72200.69,1,37,693
144663.25,0.156,0.545,0.386,146162.24,2,42,522
156903.02,0.122,0.518,0.227,194714.18,0,62,802
249392.08,0.177,0.431,0.288,122922.3,2,68,563
163343.52,0.138,0.481,0.253,194381.31,0,81,785
237183.83,0.142,0.535,0.258,174347.39,0,54,731
149871.81,0.139,0.54,0.337,145676.83,0,79,728
149864.64,0.135,0.574,0.364,90299.04,1,37,582
230750.5,0.15,0.608,0.335,267638.42,1,75,705
151979.6,0.129,0.505,0.291,117668.88,0,59,787
251019.17,0.122,0.572,0.332,206622.96,0,69,755
156036.42,0.124,0.503,0.355,39267.45,0,39,729
248455.36,0.137,0.695,0.253,167431.11,1,44,703
250066.58,0.13,0.479,0.34,219338.19,0,72,780
230179.47,0.123,0.51,0.336,140373.03,0,41,658
157067.37,0.167,0.509,0.289,45542.6,1,76,684
148218.81,0.12,0.504,0.198,66901.17,1,57,635
179039.95,0.128,0.655,0.257,113543.42,0,44,789
187596.91,0.12,0.462,0.27,47777.05,0,44,749
236626.58,0.174,0.457,0.322,224067.9,0,67,803
246926.83,0.147,0.485,0.285,82572.82,1,55,814
216110.65,0.149,0.463,0.221,130871.54,0,72,784
244115.53,0.172,0.543,0.334,246841.96,0,70,753
262336.32,0.13,0.521,0.238,211618.03,0,49,730
177925.58,0.154,0.524,0.225,65789.75,1,68,747
146114.5,0.157,0.587,0.28,62718.72,0,59,714
160167.81,0.133,0.459,0.282,123579.21,1,67,727
250037.95,0.125,0.649,0.342,124525.82,1,40,726
169334.64,0.161,0.541,0.253,183219.78,1,54,735
209032.44,0.135,0.492,0.308,118746.77,0,45,740
158247.75,0.126,0.556,0.297,118808.78,0,80,811
151886.21,0.156,0.546,0.267,143955.0,0,84,787
257434.24,0.16,0.52,0.334,283007.54,0,50,766
232519.77,0.141,0.56,0.278,246749.69,1,73,705
258279.82,0.143,0.568,0.29,249069.32,0,70,788
197519.77,0.174,0.497,0.258,136752.85,0,46,737
154735.92,0.164,0.601,0.323,62429.23,0,75,716
152195.8,0.165,0.569,0.362,91001.57,0,45,719
150357.83,0.151,0.479,0.398,112210.88,0,72,782
171086.1,0.146,0.556,0.332,210425.86,0,64,816
151943.62,0.175,0.562,0.243,162798.54,2,84,671
155475.93,0.123,0.529,0.366,62504.41,2,56,559
147373.81,0.124,0.526,0.3,43446.3,2,52,560
256776.83,0.143,0.531,0.374,176845.0,1,75,700
155693.64,0.174,0.508,0.394,113252.53,1,81,672
226969.91,0.174,0.524,0.222,226174.67,0,45,789
247703.9,0.15,0.569,0.218,127719.02,0,71,768
199240.64,0.179,0.551,0.28,192345.93,0,71,806
189545.19,0.122,0.595,0.425,41266.27,0,58,656
163033.92,0.111,0.629,0.34,34921.37,0,35,674
160195.11,0.131,0.63,0.412,191932.68,0,71,698
116375.84,0.122,0.623,0.307,82671.87,1,34,633
190535.09,0.116,0.722,0.309,142407.3,0,62,754
205341.16,0.147,0.669,0.368,92056.21,2,70,610
121416.16,0.111,0.581,0.333,136743.15,1,50,600
144068.51,0.115,0.675,0.315,46529.44,2,27,467
125828.6,0.104,0.641,0.361,89323.41,0,56,654
207277.8,0.101,0.586,0.409,199930.67,0,25,716
125068.23,0.104,0.536,0.333,85151.89,0,54,655
200080.85,0.102,0.702,0.349,124780.9,0,26,693
146774.7,0.143,0.68,0.307,55160.94,0,52,614
124536.59,0.133,0.636,0.377,126005.12,0,38,694
124202.11,0.121,0.632,0.319,153385.76,0,62,706
134411.43,0.114,0.678,0.405,126169.48,1,49,526
114595.97,0.145,0.576,0.361,49456.76,0,31,704
139066.42,0.141,0.669,0.395,114272.97,0,43,602
146741.37,0.137,0.521,0.263,68900.08,0,32,668
167195.13,0.123,0.609,0.397,160371.97,0,65,737
208717.87,0.143,0.575,0.398,84876.56,0,66,766
141834.31,0.105,0.657,0.273,136437.23,1,61,655
155041.19,0.107,0.581,0.4,70347.27,0,68,708
