avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths,anomaly_score,anomalyFlag,pdLabel,PD
206894.08,0.13,0.626,0.372,223885.59,1,54,0.16355638268402933,0,0,0.273789662781121
117543.6,0.146,0.642,0.35,35942.76,0,30,0.19008181951365033,0,0,0.0728949422976873
178629.67,0.123,0.657,0.366,44087.03,0,39,0.19060319104093865,0,0,0.1499017478789286
202040.44,0.129,0.759,0.35,87115.3,0,39,0.19099628549180736,0,0,0.3568496144484219
208706.27,0.121,0.609,0.33,202142.42,1,60,0.17521272238748004,0,0,0.2024043623821128
159578.85,0.119,0.558,0.395,74102.37,1,60,0.18725750580284634,0,0,0.1673385418696733
116127.95,0.141,0.624,0.363,34743.65,1,32,0.1722539287438401,0,0,0.1150083981503108
191193.72,0.1,0.572,0.223,220072.65,1,61,0.16392639545581417,0,0,0.058478043537044
168469.19,0.11,0.685,0.37,202361.37,0,50,0.17880539932905132,0,0,0.2453035688970206
120288.8,0.137,0.619,0.351,117242.09,1,72,0.19155933819499144,0,0,0.2458958971848421
117474.94,0.127,0.705,0.29,28365.69,2,65,0.12703706017807648,0,0,0.4265995702777972
163813.28,0.119,0.62,0.323,64566.0,0,53,0.2023365048189097,0,0,0.0971750470207655
158156.2,0.107,0.648,0.325,31194.24,0,69,0.1880953388986975,0,0,0.1849805549156451
208529.36,0.12,0.551,0.271,98649.95,2,30,0.13610915945930763,0,0,0.0569055992176684
114892.52,0.148,0.668,0.387,67737.63,1,60,0.18378784387816083,0,0,0.3591807662826923
125497.39,0.134,0.632,0.207,67221.95,0,63,0.19330989688781114,0,0,0.0478359306572231
205049.37,0.146,0.643,0.31,180862.16,1,25,0.18083384672945063,0,0,0.1094376058012693
122776.77,0.123,0.666,0.333,121154.96,1,55,0.1920697828691827,0,0,0.23648080295195
156910.5,0.147,0.61,0.155,82955.49,1,69,0.1702030307128818,0,0,0.0543152952479436
209007.46,0.102,0.666,0.411,59564.34,0,55,0.18585281522638258,0,0,0.3347450057150976
125577.03,0.114,0.638,0.3,112841.06,1,63,0.1917741929268159,0,0,0.1735862646593353
196728.84,0.127,0.582,0.317,230888.83,0,71,0.17974744434643875,0,0,0.1083732041036172
189248.65,0.108,0.66,0.217,120275.57,1,67,0.18119099288775908,0,0,0.1605181643240978
126487.92,0.117,0.65,0.431,34429.27,1,31,0.16693973896393427,0,0,0.2441550006332497
163258.02,0.146,0.615,0.358,146984.07,1,46,0.18870507366695854,0,0,0.1652135828016492
140102.09,0.144,0.583,0.412,134420.81,1,49,0.17928815059063902,0,0,0.1765938970788533
149266.77,0.111,0.644,0.369,137648.18,2,67,0.15253660720479872,0,0,0.4666024916814408
196729.33,0.147,0.622,0.435,263213.77,4,53,0.026879553633625264,0,1,0.7524901065024174
190362.11,0.111,0.618,0.371,126555.87,1,42,0.18608409446077845,0,0,0.1875964091638828
162509.47,0.138,0.623,0.382,193221.41,1,62,0.1708506227601036,0,0,0.2900545046739324
124384.1,0.124,0.572,0.381,60840.42,0,33,0.19615625580878138,0,0,0.0483165047855247
162796.95,0.139,0.761,0.424,161657.89,0,71,0.17600100159054538,0,0,0.6827648040751831
130567.03,0.145,0.683,0.236,64443.1,0,30,0.19101907017494074,0,0,0.0473124537848713
163841.53,0.127,0.679,0.337,155876.6,2,40,0.14849944322127706,0,0,0.3401249225447317
164074.15,0.141,0.666,0.332,134312.53,0,34,0.20444067425722684,0,0,0.1071792693042509
150655.65,0.103,0.623,0.371,97436.42,0,29,0.20048545324172018,0,0,0.0779447390084926
147001.81,0.117,0.621,0.311,64354.27,0,57,0.20373441160883565,0,0,0.0923615076610374
142461.23,0.127,0.547,0.434,143552.79,0,52,0.17879520037641528,0,0,0.0971212992493252
200857.69,0.123,0.663,0.409,172866.54,1,61,0.17490188376487437,0,0,0.4846199999669187
204589.57,0.136,0.631,0.326,82812.83,1,35,0.18758024904462706,0,0,0.1379096883414314
205158.85,0.132,0.55,0.409,84719.47,0,61,0.19031445884959214,0,0,0.1288132930157331
194580.4,0.144,0.521,0.307,132052.87,0,65,0.20408651752560836,0,0,0.0442090308841339
162792.24,0.124,0.576,0.395,179117.87,2,60,0.13859532965949706,0,0,0.3036734961967288
155306.07,0.111,0.684,0.393,172196.4,0,62,0.18720574510016824,0,0,0.3383403189790968
120032.33,0.117,0.636,0.369,119206.04,0,41,0.1985571699169148,0,0,0.1048515503800804
207630.27,0.109,0.63,0.33,56783.34,0,39,0.1964158831014679,0,0,0.096026217185947
204127.35,0.122,0.537,0.346,102943.58,1,24,0.18637357676859628,0,0,0.0452798850467412
147151.83,0.102,0.581,0.343,150212.69,0,28,0.2001426137157516,0,0,0.0375270107146719
162004.34,0.107,0.658,0.396,75062.17,2,37,0.15447816804866044,0,0,0.3818086022937332
204926.85,0.132,0.654,0.361,166644.95,0,31,0.19641689488981484,0,0,0.1281512891718701
125584.16,0.104,0.635,0.427,31098.95,0,59,0.17050211803534016,0,0,0.2406067006773211
185547.82,0.125,0.649,0.346,152081.2,0,26,0.2019666189788269,0,0,0.0894924380857944
206511.16,0.137,0.62,0.257,120816.98,1,25,0.18836068574450726,0,0,0.0562998471618474
171569.73,0.12,0.661,0.343,82702.69,0,27,0.204595869972997,0,0,0.0964157649694814
138243.85,0.128,0.636,0.295,143977.7,0,54,0.20018994708414323,0,0,0.085812105288754
199063.75,0.14,0.657,0.381,42583.48,0,59,0.18356500464209857,0,0,0.2714416562696972
198449.48,0.114,0.585,0.356,177790.31,1,55,0.18220841489254136,0,0,0.1678928835985535
190318.59,0.119,0.582,0.423,150478.38,1,34,0.17507663133913043,0,0,0.1616363762885437
117687.98,0.112,0.659,0.27,102483.01,1,25,0.1874581132614317,0,0,0.0677709191868675
199505.28,0.124,0.614,0.367,61018.27,0,47,0.19777351804252463,0,0,0.1270166644627646
138576.34,0.117,0.658,0.36,153178.33,0,48,0.19755038765766986,0,0,0.1540888987189641
193376.02,0.117,0.62,0.397,211850.75,0,38,0.17622970542281907,0,0,0.1344640515370839
154841.99,0.12,0.616,0.378,114486.69,0,31,0.20192140338272885,0,0,0.0816158327457856
125685.21,0.139,0.527,0.389,95667.43,1,58,0.18604695777945557,0,0,0.0986663852177741
120068.93,0.132,0.525,0.346,25541.88,0,49,0.17412317402324984,0,0,0.0315519374122738
190169.52,0.121,0.617,0.267,160146.93,2,56,0.14613042949456706,0,0,0.1887963488592517
125725.13,0.148,0.662,0.372,98045.96,0,52,0.1971527167782311,0,0,0.1825875708958286
133980.66,0.104,0.646,0.292,90708.19,0,65,0.20119503627394153,0,0,0.1191719033742874
152254.99,0.108,0.593,0.423,53862.9,1,28,0.17899362264932267,0,0,0.1375072592819481
143545.13,0.131,0.674,0.354,43216.23,1,68,0.18136397740586485,0,0,0.3861095385860033
146938.24,0.125,0.673,0.443,86548.12,1,56,0.18019071668917735,0,0,0.4982593503988151
133401.37,0.12,0.576,0.358,63663.8,0,42,0.1992923413227889,0,0,0.0543383644934722
138766.58,0.116,0.618,0.369,167803.91,0,54,0.19073479186326825,0,0,0.1267566035337234
114581.49,0.142,0.661,0.35,82740.55,0,70,0.1975050612805247,0,0,0.2194509978033801
153914.57,0.123,0.567,0.322,44555.32,2,68,0.14268942321104655,0,0,0.1988817984674997
115612.11,0.143,0.72,0.403,44222.53,1,54,0.1715819818508787,0,0,0.5022642753684399
183698.39,0.105,0.631,0.383,156735.67,1,55,0.1808627250416805,0,0,0.2908022505665034
200544.59,0.106,0.646,0.342,186143.68,0,59,0.19153109562805992,0,0,0.1902527839026102
207693.18,0.112,0.641,0.411,244231.8,1,55,0.14916353589983378,0,0,0.3937143043172214
124255.23,0.118,0.68,0.338,53881.61,0,43,0.19792645254930502,0,0,0.138158282468163
114931.06,0.145,0.635,0.243,89610.1,3,49,0.09822404466503476,0,1,0.1970819793980955
138599.42,0.125,0.573,0.338,53480.25,1,30,0.18454618258760414,0,0,0.0566952452201169
204247.89,0.124,0.568,0.318,108450.46,0,51,0.20402221915629998,0,0,0.0593483018132477
118320.46,0.142,0.67,0.347,129775.74,1,46,0.18920145630062712,0,0,0.2206345230836827
206528.84,0.134,0.67,0.351,193664.04,1,33,0.1758474710490623,0,0,0.2303480063550295
122725.68,0.131,0.606,0.275,120588.32,1,31,0.1905494328108629,0,0,0.0467738745296707
121275.09,0.141,0.581,0.306,59141.68,0,49,0.20015953872268427,0,0,0.0425095571175971
168883.93,0.135,0.667,0.347,168775.67,1,34,0.18367069915095796,0,0,0.1968531725803737
204530.48,0.142,0.577,0.331,88635.16,1,64,0.187452833861476,0,0,0.1616227837370684
135022.61,0.138,0.561,0.324,82331.09,0,44,0.2005901315368659,0,0,0.0367217528874486
116048.21,0.114,0.535,0.375,117920.38,1,69,0.18147803415843555,0,0,0.1204848589366109
118758.81,0.119,0.582,0.407,110467.72,1,36,0.18376692840842052,0,0,0.116117603264819
199154.39,0.149,0.62,0.392,172550.69,2,43,0.14637717876591383,0,0,0.34414330356973
168691.16,0.108,0.571,0.254,39048.3,0,46,0.19043063751520056,0,0,0.0274977039820637
118314.95,0.112,0.663,0.365,59852.71,1,71,0.186397433735849,0,0,0.3725561867731485
197695.35,0.148,0.59,0.334,97796.36,0,46,0.20370880988972545,0,0,0.0739037607154895
157554.25,0.117,0.55,0.342,84689.23,2,55,0.14669750151272243,0,0,0.1482422622255531
121105.78,0.13,0.66,0.258,131959.02,0,53,0.19846323019432638,0,0,0.075439382806346
191564.15,0.118,0.66,0.379,165351.47,0,57,0.19682688524029673,0,0,0.2584126921920062
182955.18,0.144,0.611,0.454,130948.01,0,53,0.1792357608218319,0,0,0.2469046305673232
121160.83,0.1,0.643,0.342,75951.98,1,55,0.1890486039661889,0,0,0.2028739897857277
202433.2,0.127,0.617,0.397,126172.02,0,51,0.18944287625491146,0,0,0.1804778758717629
141123.68,0.115,0.592,0.452,66964.33,0,36,0.18010010788036984,0,0,0.1212494037682469
130876.1,0.146,0.599,0.351,97625.17,0,65,0.201805599671616,0,0,0.1142905326626677
119397.19,0.108,0.627,0.313,81924.62,0,47,0.20294143924378344,0,0,0.0705002598460422
164407.54,0.113,0.615,0.418,149433.46,0,44,0.1894471320594347,0,0,0.1546667492745356
117744.33,0.101,0.656,0.397,76867.13,0,45,0.1951891206751264,0,0,0.1720666712747831
121426.63,0.122,0.6,0.313,71194.61,2,55,0.15187302876016362,0,0,0.1724202377155406
198901.98,0.145,0.636,0.318,69996.41,1,58,0.1865982840890586,0,0,0.2217920171369834
172479.26,0.118,0.671,0.371,82704.57,0,45,0.2014083962894581,0,0,0.198666534791963
123565.63,0.116,0.688,0.436,29314.68,2,34,0.13163093670548498,0,0,0.4938716752015082
168695.53,0.127,0.567,0.316,43251.0,0,49,0.19265637828325693,0,0,0.0477257727355766
125072.08,0.149,0.657,0.322,111942.95,2,44,0.15702614331752762,0,0,0.2489546595421771
122459.01,0.145,0.709,0.391,107474.77,0,71,0.19272457102564333,0,0,0.4270454135508855
193202.05,0.126,0.603,0.416,98521.51,0,39,0.1920890643321459,0,0,0.1336633977989029
185964.17,0.121,0.575,0.418,92497.56,0,68,0.1936848977835507,0,0,0.1922400048503803
118824.51,0.112,0.568,0.382,73807.11,0,43,0.19848905103233816,0,0,0.0586799686924265
137701.53,0.117,0.545,0.299,146997.59,1,41,0.18170321977510273,0,0,0.0396306896736083
170356.01,0.101,0.727,0.478,178939.1,0,32,0.1558821504115223,0,0,0.4583194808854235
122157.35,0.131,0.767,0.374,97750.85,0,72,0.1885398294932027,0,0,0.5644357503680768
161168.69,0.125,0.651,0.269,145349.82,1,27,0.187421231788098,0,0,0.0766236369732974
149761.47,0.142,0.649,0.347,133587.64,0,37,0.20410793811129807,0,0,0.102741320671997
117938.75,0.125,0.647,0.327,105445.3,2,30,0.1568309311433408,0,0,0.170838161373589
127311.78,0.142,0.713,0.265,145518.75,0,30,0.19007429785103835,0,0,0.0820736923556919
198914.85,0.137,0.619,0.348,191644.08,0,24,0.18908837977845394,0,0,0.0660190535263526
185143.42,0.108,0.622,0.269,98570.99,0,25,0.20458253505405533,0,0,0.0344855123666876
151099.28,0.118,0.747,0.378,91293.57,1,32,0.18687176283697954,0,0,0.4177450536330978
156783.21,0.114,0.623,0.329,64186.14,1,51,0.18826343801936446,0,0,0.1580651462491811
124834.03,0.116,0.672,0.346,97082.83,1,47,0.19109204288281811,0,0,0.2326086730596714
207781.72,0.147,0.565,0.321,71001.4,4,68,0.05563446679847228,0,1,0.4755951801744288
171057.75,0.123,0.686,0.397,73810.46,0,47,0.19617538856358657,0,0,0.2795819968361658
182630.06,0.123,0.56,0.25,71493.49,0,40,0.20135002706939648,0,0,0.0212390086814428
193206.84,0.114,0.621,0.273,86042.51,2,39,0.1461689642363337,0,0,0.1419522443708053
205243.52,0.111,0.638,0.406,138710.23,1,49,0.1784331808863528,0,0,0.3362356484021921
114130.16,0.136,0.702,0.326,35702.41,0,67,0.1812054629279371,0,0,0.2531700967869488
123724.6,0.134,0.604,0.335,70927.73,0,31,0.2022974252129423,0,0,0.0446292867789763
142860.26,0.127,0.681,0.415,91584.11,1,61,0.1834441796346668,0,0,0.4897381424851804
122792.84,0.114,0.663,0.306,45320.1,1,38,0.17799729112510182,0,0,0.1307418879904615
133573.67,0.121,0.513,0.321,127968.3,0,48,0.19728045994983384,0,0,0.0229408484828628
191995.53,0.1,0.607,0.294,59621.52,0,52,0.2035042869571812,0,0,0.0729701827310373
208841.5,0.114,0.626,0.299,159770.08,1,32,0.18599220975112601,0,0,0.1008377800768357
156419.15,0.138,0.551,0.402,41886.27,1,29,0.17260567727400422,0,0,0.0784236435903055
196449.08,0.145,0.683,0.382,40316.31,0,63,0.18163478197642363,0,0,0.3588960117319916
175717.48,0.112,0.635,0.442,114101.6,1,37,0.17912099279379834,0,0,0.3005939639306204
124703.08,0.124,0.659,0.379,75717.68,0,26,0.19780654256974717,0,0,0.1025109484138511
133156.79,0.137,0.597,0.501,137880.98,0,51,0.158419543669294,0,1,0.2441471926744986
190526.42,0.134,0.712,0.294,105786.46,0,53,0.1999191245594764,0,0,0.2144230434533795
200976.91,0.128,0.61,0.315,195181.01,1,29,0.17727141275519487,0,0,0.0872403264476051
128430.29,0.145,0.623,0.365,119860.83,0,35,0.20040709361611764,0,0,0.0790392775731926
117887.04,0.111,0.634,0.301,124179.12,0,28,0.2023998014862623,0,0,0.0425296244328992
198303.22,0.134,0.665,0.29,203355.34,0,37,0.1864928492831015,0,0,0.0932666555828473
140059.71,0.11,0.579,0.34,122008.78,1,54,0.18945326907533605,0,0,0.1111324740759842
201341.62,0.111,0.559,0.411,195208.81,1,46,0.16611664464273196,0,0,0.160718368749429
202844.08,0.105,0.56,0.312,92028.11,1,38,0.18695699880073918,0,0,0.062455746705701
170514.0,0.132,0.559,0.36,178716.8,0,63,0.19200240348500064,0,0,0.0891868394604292
191321.3,0.135,0.683,0.319,54295.33,0,50,0.19511632709529098,0,0,0.1831048774763408
114023.68,0.142,0.608,0.28,87219.92,0,43,0.1981856977642527,0,0,0.038563229515119
118470.8,0.136,0.605,0.383,58284.88,0,56,0.1954799549941892,0,0,0.120169638723917
190328.94,0.126,0.596,0.408,44529.04,0,66,0.1850931161247703,0,0,0.2119894069088275
208384.28,0.104,0.609,0.483,137691.47,0,71,0.1676973518049822,0,0,0.4252682004208164
208862.75,0.105,0.672,0.389,191763.36,0,63,0.18316735522965727,0,0,0.35531407988538
119295.21,0.145,0.644,0.341,78120.58,0,36,0.19981156759265567,0,0,0.0808439385698386
135389.67,0.101,0.728,0.294,51056.33,0,35,0.19131554858795213,0,0,0.139327831914452
118566.84,0.144,0.667,0.35,80361.4,1,59,0.19006770878283108,0,0,0.2842225113684143
186124.81,0.101,0.638,0.34,104254.46,1,35,0.19056859124582648,0,0,0.1536392033002983
198396.81,0.144,0.679,0.365,106486.87,0,60,0.1976784829063961,0,0,0.3002006355410859
171914.56,0.129,0.691,0.287,118062.5,0,53,0.20158722978698151,0,0,0.156914807515228
123291.93,0.126,0.677,0.307,86495.01,1,32,0.186588667862033,0,0,0.132346958598439
114258.12,0.136,0.692,0.317,98452.76,0,44,0.19679763094697783,0,0,0.1314199569352885
162650.03,0.106,0.668,0.331,129141.48,0,57,0.2033242909478481,0,0,0.1826173918476938
200387.97,0.149,0.681,0.325,58004.27,0,39,0.19332444857801484,0,0,0.1516415698833201
198741.58,0.112,0.651,0.33,165176.74,1,35,0.1852892324930755,0,0,0.1694720864050086
195404.6,0.15,0.56,0.377,123360.37,0,55,0.19962876174792393,0,0,0.0933315317240039
200752.06,0.117,0.586,0.305,69835.79,0,38,0.2034622406990776,0,0,0.0462089795852257
165742.3,0.142,0.665,0.425,115722.3,4,42,0.06681832867166648,0,1,0.7509989184449871
127539.32,0.143,0.6,0.277,71385.67,0,29,0.19861131293282053,0,0,0.0252839965615468
193833.83,0.136,0.66,0.383,140264.29,0,68,0.1975840942846082,0,0,0.3280363685784164
205472.58,0.131,0.637,0.302,169295.17,0,31,0.1994618099726344,0,0,0.0674762292805058
115381.11,0.114,0.575,0.31,116743.85,1,57,0.1914109196796025,0,0,0.082454804148463
150818.8,0.103,0.697,0.277,111843.0,1,51,0.18832907874547272,0,0,0.2162344631474717
123355.08,0.147,0.527,0.333,81477.73,0,38,0.19777816966305972,0,0,0.0220304147220378
123632.36,0.12,0.6,0.394,137238.31,0,47,0.19389742835580231,0,0,0.1023287002182352
190037.58,0.122,0.61,0.33,96909.14,1,56,0.1902762292978467,0,0,0.1759705862875843
149117.51,0.117,0.611,0.348,166935.51,0,72,0.19767864399523338,0,0,0.1582045178074415
124679.81,0.143,0.738,0.288,76517.52,1,39,0.1842240012213031,0,0,0.2417881499998558
122545.58,0.119,0.708,0.405,116997.21,1,30,0.18293439232375808,0,0,0.3266020414620319
204311.21,0.105,0.56,0.359,68331.93,0,33,0.19769959008064886,0,0,0.0483870345858518
205694.1,0.139,0.642,0.385,95669.19,0,35,0.19548928680220445,0,0,0.1494673114531669
124276.33,0.11,0.575,0.358,75586.62,0,39,0.20158454649880359,0,0,0.0480549629094488
192205.6,0.131,0.65,0.395,104138.45,0,66,0.1972882826359348,0,0,0.3123295185554512
155443.15,0.113,0.59,0.422,54454.26,1,57,0.1788533799342118,0,0,0.2508200223064096
207565.38,0.112,0.509,0.286,106332.8,1,30,0.1854246396677824,0,0,0.0236082630442689
165528.11,0.11,0.606,0.334,113813.37,0,26,0.20802137709439755,0,0,0.0470516811036756
122347.9,0.108,0.63,0.337,135716.64,0,67,0.19978086401535194,0,0,0.1430071824798695
116088.03,0.118,0.655,0.282,31503.78,0,27,0.18601085948665752,0,0,0.0444119564573799
153556.21,0.105,0.664,0.363,93720.96,0,55,0.20289208650587065,0,0,0.2045372000562677
187505.36,0.133,0.611,0.461,72643.27,1,49,0.16907971732057003,0,0,0.3565908964292343
148164.58,0.11,0.571,0.356,120081.4,2,27,0.1505246755535602,0,0,0.1027665404940397
124540.23,0.108,0.642,0.31,58356.65,0,69,0.20187157052703647,0,0,0.1390573317287931
155834.89,0.111,0.674,0.338,71843.77,1,68,0.1886631856445875,0,0,0.3654767064076432
125248.15,0.111,0.675,0.355,36230.08,0,70,0.18660357336361744,0,0,0.2654267547784413
203486.98,0.145,0.655,0.389,240012.35,0,65,0.1647857346603449,0,0,0.3180232695410116
195123.25,0.136,0.719,0.316,135137.6,0,60,0.1974241280614828,0,0,0.3057390218467901
202793.28,0.106,0.587,0.322,217771.78,0,51,0.18371858500503585,0,0,0.0749429814111902
204802.58,0.104,0.623,0.288,152733.4,0,63,0.20116955655131813,0,0,0.1128929943134372
198909.49,0.149,0.597,0.317,135499.02,0,38,0.20410728727067506,0,0,0.0571901403597931
158404.19,0.102,0.644,0.323,60260.31,2,51,0.1536094470637953,0,0,0.2845901936615503
120721.59,0.147,0.658,0.328,36923.92,0,61,0.1872707845131954,0,0,0.1532655665649338
193772.13,0.121,0.634,0.421,185881.03,0,59,0.1773352399946858,0,0,0.2830388302596106
198021.2,0.115,0.613,0.355,125598.28,1,68,0.1858408405766644,0,0,0.2811430351826565
134899.09,0.148,0.585,0.411,124082.27,0,24,0.19138475232100932,0,0,0.0592938309941195
127731.52,0.102,0.684,0.406,164131.36,0,42,0.17842240916806024,0,0,0.2305847751408826
190201.98,0.128,0.65,0.401,115821.31,1,41,0.1854090558247704,0,0,0.2974536765171396
160948.31,0.127,0.662,0.458,71592.57,1,55,0.17283585034410542,0,0,0.5067508152395584
167157.95,0.105,0.613,0.336,64844.96,1,64,0.1846167978180689,0,0,0.2076841677568775
121341.76,0.133,0.687,0.327,41969.3,1,56,0.17514400809463682,0,0,0.2770804541059679
204143.77,0.103,0.637,0.293,126692.54,2,53,0.1442107626133694,0,0,0.2649125719784218
137868.51,0.146,0.63,0.304,139864.77,0,27,0.19979598906258855,0,0,0.0440203398255039
196949.01,0.133,0.742,0.35,261769.57,0,69,0.15659786971718348,0,0,0.4976638516489968
132126.49,0.139,0.581,0.365,111895.17,0,28,0.20198124891370145,0,0,0.0424649216150027
193120.35,0.108,0.583,0.389,114189.27,1,48,0.1864898085783513,0,0,0.1757237986806277
143070.27,0.111,0.633,0.415,139710.47,0,26,0.19012265417741836,0,0,0.1107578868679358
197810.56,0.108,0.657,0.341,202196.78,0,42,0.1851260369495359,0,0,0.1427010579394338
197822.36,0.105,0.576,0.265,234006.59,0,39,0.1809399593514988,0,0,0.0299712181615861
160828.86,0.104,0.619,0.364,126511.62,1,45,0.18976846855965157,0,0,0.1739455400161334
178783.94,0.102,0.626,0.38,199310.34,2,56,0.13420823452301395,0,0,0.3970177701524347
114912.38,0.121,0.575,0.309,79189.46,2,59,0.14979890429546572,0,0,0.1400212853281769
124084.48,0.124,0.717,0.325,56577.79,0,24,0.19269297317246736,0,0,0.1171766587709908
134906.4,0.149,0.659,0.27,75946.27,0,70,0.19737844361736145,0,0,0.1297510513604745
117607.05,0.123,0.64,0.382,85080.19,0,40,0.19735556646698688,0,0,0.1169591265028778
167080.49,0.104,0.619,0.333,139286.81,1,66,0.19081433724122016,0,0,0.2240524864299323
115779.34,0.144,0.637,0.352,141971.89,1,67,0.1834240803890413,0,0,0.2584205289435805
123478.82,0.121,0.617,0.243,82208.02,0,24,0.19926870185285595,0,0,0.0198473440775122
122202.58,0.103,0.695,0.271,77080.88,2,56,0.14340839319277343,0,0,0.3105801834479716
197544.6,0.143,0.593,0.345,82811.82,0,51,0.20266764919224567,0,0,0.0940542178807721
127508.76,0.118,0.64,0.34,53726.33,0,38,0.19895512695174855,0,0,0.0832656913028468
207423.76,0.134,0.61,0.41,177083.7,0,62,0.1865343535047006,0,0,0.2372321768404234
120381.77,0.142,0.624,0.354,35282.68,1,32,0.17685149994089255,0,0,0.1089875765091857
145114.05,0.136,0.583,0.346,35837.3,0,43,0.18886984201548962,0,0,0.0571034085853327
115325.76,0.12,0.696,0.398,99261.02,1,35,0.1825388292422781,0,0,0.3055274002553746
136994.08,0.126,0.589,0.299,149508.37,0,31,0.19953746464456296,0,0,0.0294202987757235
123125.7,0.114,0.613,0.353,119987.87,0,71,0.20107662877279342,0,0,0.1493555649795576
206096.36,0.113,0.567,0.373,153583.11,0,55,0.19663087716152772,0,0,0.1013441067509276
139364.31,0.112,0.689,0.393,88757.07,2,60,0.15235188812196754,0,0,0.5917942305959621
199209.22,0.113,0.575,0.325,61364.61,1,59,0.1851224874070041,0,0,0.1327386372580061
177377.28,0.135,0.637,0.305,107252.81,2,44,0.15309325602752838,0,0,0.2197193646173195
202551.73,0.12,0.617,0.363,93943.75,0,55,0.20082266744470378,0,0,0.1542411306641097
200887.32,0.148,0.728,0.454,148345.67,0,41,0.1671004109644858,0,0,0.5006450083257906
124293.66,0.123,0.661,0.355,58707.18,2,40,0.1557701294537529,0,0,0.2930859445473484
197642.32,0.104,0.681,0.298,123758.62,0,68,0.1991321058345285,0,0,0.2322432809563956
133121.36,0.139,0.591,0.396,132393.34,1,28,0.18320148357336996,0,0,0.1021266041357044
160823.79,0.137,0.662,0.323,117837.07,0,46,0.205958857476845,0,0,0.125792324052399
138389.53,0.1,0.544,0.227,91894.89,1,71,0.17826643664118186,0,0,0.0463707335029548
196916.12,0.129,0.606,0.288,236155.65,0,44,0.17961278445774664,0,0,0.0574152006703035
192663.86,0.104,0.65,0.294,179513.03,0,41,0.1966268019290705,0,0,0.0885669719645517
128410.16,0.118,0.629,0.345,114338.26,0,53,0.20193238281508824,0,0,0.1110340167683338
120144.12,0.135,0.534,0.388,112132.64,1,40,0.1841542945364666,0,0,0.066502638238176
123997.44,0.147,0.6,0.311,105217.72,0,31,0.20383122176386587,0,0,0.0349644208149251
118823.9,0.149,0.607,0.377,126271.03,0,24,0.19453640881431977,0,0,0.0536365419826346
166240.21,0.136,0.639,0.273,158347.47,1,45,0.1877307053901956,0,0,0.1097134297246072
123332.67,0.13,0.454,0.366,118776.67,3,65,0.08739211911081579,0,1,0.1210758748788418
176402.33,0.148,0.625,0.324,78769.47,0,33,0.19928143262805337,0,0,0.0664648679597464
208135.47,0.1,0.608,0.38,212257.36,0,42,0.17888268152011966,0,0,0.1211386856084734
209775.39,0.11,0.669,0.376,85294.35,0,28,0.19567073239172184,0,0,0.1581586198022179
201944.78,0.149,0.696,0.374,92672.63,0,34,0.19326540629267702,0,0,0.2230964869879617
118619.18,0.139,0.55,0.37,141083.98,0,46,0.19327929391874116,0,0,0.0469701982499603
175705.57,0.117,0.676,0.325,190628.65,1,47,0.173579032316243,0,0,0.2463900069569854
207869.4,0.118,0.603,0.366,129956.45,0,42,0.2011074106531076,0,0,0.1031449495294611
205012.28,0.129,0.53,0.417,141406.65,0,37,0.18523258135636333,0,0,0.0621165529502156
124840.03,0.101,0.628,0.329,32004.16,0,51,0.185246310592671,0,0,0.0911975423079136
200259.99,0.122,0.72,0.35,233790.69,0,28,0.17135739461935645,0,0,0.2069114883402084
166361.53,0.103,0.613,0.234,152589.05,1,47,0.1847783420378909,0,0,0.0640544755598122
136457.05,0.139,0.719,0.344,36678.77,1,47,0.17200092402131323,0,0,0.3508627857627133
120320.63,0.112,0.551,0.347,35609.58,0,65,0.18554615818561992,0,0,0.06383987150986
152686.81,0.136,0.688,0.312,72262.85,0,46,0.20015075331476323,0,0,0.1461203817231814
199590.87,0.116,0.624,0.413,194098.21,1,47,0.1653977562533418,0,0,0.2975287046278694
170679.2,0.109,0.722,0.273,37124.05,1,66,0.1661887916709643,0,0,0.3660376983938277
178158.51,0.115,0.619,0.352,134381.43,0,50,0.20285757739577887,0,0,0.1182907780877805
141932.2,0.113,0.702,0.354,43150.13,1,67,0.17896197252949264,0,0,0.4573744482654536
123513.93,0.138,0.544,0.39,30683.67,1,61,0.1656310351829698,0,0,0.1262445981921528
195592.82,0.135,0.648,0.359,41276.55,1,35,0.1783962478856061,0,0,0.2001636117563403
189294.59,0.13,0.621,0.345,91890.97,0,45,0.20427663454549466,0,0,0.1059212408843306
194659.82,0.125,0.547,0.472,221527.77,1,67,0.13435850073766314,0,0,0.3250074308414585
169953.0,0.129,0.572,0.315,135200.93,1,41,0.19535792870053043,0,0,0.0691431294441206
205318.01,0.137,0.551,0.351,114890.06,1,51,0.18741818738815186,0,0,0.1073546309083399
161512.56,0.11,0.631,0.422,83501.02,0,51,0.19333456561000517,0,0,0.2136673006199336
191207.99,0.143,0.704,0.32,58987.95,0,26,0.192139493469501,0,0,0.1321864180918614
157032.42,0.147,0.661,0.425,50664.64,1,25,0.17610795361041492,0,0,0.2522276636385823
124441.82,0.136,0.522,0.366,55136.42,0,71,0.1939199641005372,0,0,0.0641009963734929
184789.96,0.133,0.643,0.427,200142.04,0,42,0.1703060883682802,0,0,0.220537914568665
